Amine,Bromide,Catalyst,Solvent,Base,yield
16,27,21,3,a,11.372595
16,27,21,3,b,6.831858
16,27,21,3,c,0.46077138
16,28,1,1,a,0.46112898
16,28,1,1,b,10.739732
16,28,1,1,c,0.35968575
16,28,1,2,a,0.23822114
16,28,1,2,b,6.1021976
16,28,1,2,c,0.25137648
16,28,1,3,a,0.3807049
16,28,1,3,b,9.898039
16,28,1,3,c,0.30367953
16,28,2,1,a,4.7224865
16,28,2,1,b,24.223202
16,28,2,1,c,1.4193726
16,28,2,2,a,3.9050455
16,28,2,2,b,16.287746
16,28,2,2,c,0.9480191
16,28,2,3,a,4.075026
16,28,2,3,b,22.877316
16,28,2,3,c,1.2763871
16,28,3,1,a,0.57760376
16,28,3,1,b,14.7570915
16,28,3,1,c,0.56461424
16,28,3,2,a,0.14888294
16,28,3,2,b,6.834589
16,28,3,2,c,0.46084484
16,28,3,3,a,0.36191103
16,28,3,3,b,13.087242
16,28,3,3,c,0.4743532
16,28,4,1,a,0.6147811
16,28,4,1,b,10.537806
16,28,4,1,c,0.44495595
16,28,4,2,a,0.33128276
16,28,4,2,b,3.1039004
16,28,4,2,c,0.40421268
16,28,4,3,a,0.39213642
16,28,4,3,b,8.456051
16,28,4,3,c,0.37747124
16,28,5,1,a,0.18190688
16,28,5,1,b,10.437177
16,28,5,1,c,0.32853988
16,28,5,2,a,-0.16682208
16,28,5,2,b,4.0203547
16,28,5,2,c,0.14589651
16,28,5,3,a,0.0011816544
16,28,5,3,b,9.368643
16,28,5,3,c,0.24204682
16,28,6,1,a,0.58414274
16,28,6,1,b,9.149825
16,28,6,1,c,0.37798068
16,28,6,2,a,0.37547988
16,28,6,2,b,4.641071
16,28,6,2,c,0.4141559
16,28,6,3,a,0.36464003
16,28,6,3,b,8.086417
16,28,6,3,c,0.30059814
16,28,7,1,a,52.441303
16,28,7,1,b,35.76969
16,28,7,1,c,46.3637
16,28,7,2,a,56.220486
16,28,7,2,b,33.16669
16,28,7,2,c,47.20594
16,28,7,3,a,52.36053
16,28,7,3,b,36.305573
16,28,7,3,c,46.48465
16,28,8,1,a,51.08865
16,28,8,1,b,34.61321
16,28,8,1,c,44.772778
16,28,8,2,a,55.09113
16,28,8,2,b,33.985104
16,28,8,2,c,46.260708
16,28,8,3,a,50.348476
16,28,8,3,b,35.082184
16,28,8,3,c,44.33985
16,28,9,1,a,52.648113
16,28,9,1,b,38.523506
16,28,9,1,c,43.677322
16,28,9,2,a,55.42941
16,28,9,2,b,35.703114
16,28,9,2,c,43.52448
16,28,9,3,a,52.30499
16,28,9,3,b,39.2066
16,28,9,3,c,42.830864
16,28,10,1,a,8.073792
16,28,10,1,b,26.622046
16,28,10,1,c,2.4855227
16,28,10,2,a,9.129887
16,28,10,2,b,22.419312
16,28,10,2,c,2.915238
16,28,10,3,a,7.877389
16,28,10,3,b,26.663149
16,28,10,3,c,2.4543538
16,28,11,1,a,0.4388022
16,28,11,1,b,6.373029
16,28,11,1,c,0.28625026
16,28,11,2,a,-0.13594279
16,28,11,2,b,2.7134185
16,28,11,2,c,0.096036516
16,28,11,3,a,0.26884675
16,28,11,3,b,5.7340016
16,28,11,3,c,0.24973084
16,28,12,1,a,0.50039405
16,28,12,1,b,5.456534
16,28,12,1,c,0.29427493
16,28,12,2,a,0.28969273
16,28,12,2,b,2.4279737
16,28,12,2,c,0.13993993
16,28,12,3,a,0.44516712
16,28,12,3,b,5.0989003
16,28,12,3,c,0.2239589
16,28,13,1,a,0.10981454
16,28,13,1,b,13.59428
16,28,13,1,c,0.265933
16,28,13,2,a,-0.26490653
16,28,13,2,b,8.017106
16,28,13,2,c,0.15561591
16,28,13,3,a,-0.22134374
16,28,13,3,b,12.481599
16,28,13,3,c,0.103624396
16,28,14,1,a,46.99226
16,28,14,1,b,37.21753
16,28,14,1,c,36.679077
16,28,14,2,a,50.449337
16,28,14,2,b,34.8718
16,28,14,2,c,35.981586
16,28,14,3,a,46.209908
16,28,14,3,b,37.44182
16,28,14,3,c,35.251404
16,28,16,1,a,18.0936
16,28,16,1,b,28.349747
16,28,16,1,c,0.69428587
16,28,16,2,a,14.301739
16,28,16,2,b,19.40112
16,28,16,2,c,-0.25568795
16,28,16,3,a,16.056309
16,28,16,3,b,26.56033
16,28,16,3,c,0.6317616
16,28,17,1,a,2.1945274
16,28,17,1,b,10.86441
16,28,17,1,c,0.7394234
16,28,17,2,a,1.8212557
16,28,17,2,b,6.5363574
16,28,17,2,c,0.61848694
16,28,17,3,a,1.7103034
16,28,17,3,b,10.478565
16,28,17,3,c,0.6280822
16,28,18,1,a,0.6463393
16,28,18,1,b,7.2550383
16,28,18,1,c,0.1939436
16,28,18,2,a,0.54369795
16,28,18,2,b,3.7922428
16,28,18,2,c,0.27965027
16,28,18,3,a,0.54996926
16,28,18,3,b,6.780753
16,28,18,3,c,0.18786472
16,28,19,1,a,1.0875673
16,28,19,1,b,8.605958
16,28,19,1,c,0.018078197
16,28,19,2,a,0.5992868
16,28,19,2,b,5.0726185
16,28,19,2,c,0.035515353
16,28,19,3,a,0.8181933
16,28,19,3,b,8.650086
16,28,19,3,c,0.030064153
16,28,20,1,a,0.74642396
16,28,20,1,b,14.001449
16,28,20,1,c,0.37149894
16,28,20,2,a,0.553103
16,28,20,2,b,7.7354865
16,28,20,2,c,0.32386792
16,28,20,3,a,0.7072784
16,28,20,3,b,12.710863
16,28,20,3,c,0.34302634
16,28,21,1,a,2.0383167
16,28,21,1,b,21.535242
16,28,21,1,c,0.38589662
16,28,21,2,a,1.1131697
16,28,21,2,b,11.987347
16,28,21,2,c,0.15839495
16,28,21,3,a,1.7512202
16,28,21,3,b,19.614824
16,28,21,3,c,0.32246983
16,29,1,1,a,0.90620905
16,29,1,1,b,6.3125463
16,29,1,1,c,0.59078187
16,29,1,2,a,2.3643436
16,29,1,2,b,8.277035
16,29,1,2,c,0.55387205
16,29,1,3,a,1.0079918
16,29,1,3,b,6.7831697
16,29,1,3,c,0.4758013
16,29,2,1,a,17.05985
16,29,2,1,b,19.01127
16,29,2,1,c,3.6821246
16,29,2,2,a,19.583542
16,29,2,2,b,24.24811
16,29,2,2,c,4.150941
16,29,2,3,a,15.212221
16,29,2,3,b,19.322603
16,29,2,3,c,3.5249536
16,29,3,1,a,1.3904432
16,29,3,1,b,0.8771626
16,29,3,1,c,0.6697754
16,29,3,2,a,1.0325593
16,29,3,2,b,0.32454923
16,29,3,2,c,0.5543994
16,29,3,3,a,1.0073668
16,29,3,3,b,0.84312636
16,29,3,3,c,0.55755246
16,29,4,1,a,5.657922
16,29,4,1,b,3.4213498
16,29,4,1,c,0.8843128
16,29,4,2,a,6.9298067
16,29,4,2,b,3.9190454
16,29,4,2,c,0.86893994
16,29,4,3,a,4.2780795
16,29,4,3,b,2.952089
16,29,4,3,c,0.80061907
16,29,5,1,a,2.36543
16,29,5,1,b,2.5845752
16,29,5,1,c,0.622588
16,29,5,2,a,2.6781213
16,29,5,2,b,3.40067
16,29,5,2,c,0.7390497
16,29,5,3,a,1.7189162
16,29,5,3,b,2.2550218
16,29,5,3,c,0.64150673
16,29,6,1,a,1.7004294
16,29,6,1,b,1.199765
16,29,6,1,c,0.6402009
16,29,6,2,a,1.5231948
16,29,6,2,b,0.87942535
16,29,6,2,c,0.49467766
16,29,6,3,a,1.304677
16,29,6,3,b,1.0135081
16,29,6,3,c,0.5783625
16,29,7,1,a,70.456726
16,29,7,1,b,9.712352
16,29,7,1,c,68.9847
16,29,7,2,a,81.26302
16,29,7,2,b,21.821789
16,29,7,2,c,75.80566
16,29,7,3,a,72.34805
16,29,7,3,b,13.276161
16,29,7,3,c,70.453156
16,29,8,1,a,67.52645
16,29,8,1,b,16.236084
16,29,8,1,c,69.154015
16,29,8,2,a,78.06896
16,29,8,2,b,28.94597
16,29,8,2,c,75.25086
16,29,8,3,a,68.69719
16,29,8,3,b,19.590471
16,29,8,3,c,70.065544
16,29,9,1,a,66.87867
16,29,9,1,b,7.5284204
16,29,9,1,c,69.9115
16,29,9,2,a,75.14194
16,29,9,2,b,16.44777
16,29,9,2,c,75.80486
16,29,9,3,a,68.216705
16,29,9,3,b,10.80122
16,29,9,3,c,70.68992
16,29,10,1,a,14.134304
16,29,10,1,b,12.975037
16,29,10,1,c,3.6111448
16,29,10,2,a,20.419298
16,29,10,2,b,19.984615
16,29,10,2,c,5.742988
16,29,10,3,a,13.633081
16,29,10,3,b,15.034145
16,29,10,3,c,3.8836396
16,29,11,1,a,2.2621298
16,29,11,1,b,1.5188231
16,29,11,1,c,0.71539813
16,29,11,2,a,3.7614484
16,29,11,2,b,3.0628154
16,29,11,2,c,0.5495412
16,29,11,3,a,2.0188892
16,29,11,3,b,1.6120063
16,29,11,3,c,0.5810652
16,29,12,1,a,0.9969627
16,29,12,1,b,3.0785933
16,29,12,1,c,0.421328
16,29,12,2,a,2.4298086
16,29,12,2,b,5.044855
16,29,12,2,c,0.3840957
16,29,12,3,a,1.1203191
16,29,12,3,b,3.321281
16,29,12,3,c,0.49818435
16,29,13,1,a,0.733923
16,29,13,1,b,5.871742
16,29,13,1,c,0.59411126
16,29,13,2,a,0.92359954
16,29,13,2,b,3.799056
16,29,13,2,c,0.5861577
16,29,13,3,a,0.35973528
16,29,13,3,b,4.937333
16,29,13,3,c,0.47313476
16,29,14,1,a,59.814987
16,29,14,1,b,9.934888
16,29,14,1,c,51.794376
16,29,14,2,a,68.4273
16,29,14,2,b,20.592857
16,29,14,2,c,57.087128
16,29,14,3,a,59.368977
16,29,14,3,b,12.328364
16,29,14,3,c,51.66926
16,29,16,1,a,44.90245
16,29,16,1,b,8.459863
16,29,16,1,c,6.9251523
16,29,16,2,a,43.17895
16,29,16,2,b,11.83291
16,29,16,2,c,4.964608
16,29,16,3,a,39.871162
16,29,16,3,b,8.898198
16,29,16,3,c,6.030308
16,29,17,1,a,13.058577
16,29,17,1,b,10.429058
16,29,17,1,c,1.8752747
16,29,17,2,a,17.353182
16,29,17,2,b,13.28221
16,29,17,2,c,3.0069356
16,29,17,3,a,11.060017
16,29,17,3,b,10.272827
16,29,17,3,c,2.0444207
16,29,18,1,a,2.5983388
16,29,18,1,b,1.5373545
16,29,18,1,c,0.49951816
16,29,18,2,a,5.2809024
16,29,18,2,b,4.743197
16,29,18,2,c,0.73805815
16,29,18,3,a,3.2919428
16,29,18,3,b,2.4738324
16,29,18,3,c,0.4599512
16,29,19,1,a,7.5768805
16,29,19,1,b,4.344273
16,29,19,1,c,0.15711766
16,29,19,2,a,10.401654
16,29,19,2,b,8.486537
16,29,19,2,c,0.07126821
16,29,19,3,a,7.492338
16,29,19,3,b,5.543396
16,29,19,3,c,0.11434522
16,29,20,1,a,5.390674
16,29,20,1,b,7.6713495
16,29,20,1,c,0.2868806
16,29,20,2,a,10.394438
16,29,20,2,b,10.993635
16,29,20,2,c,0.332749
16,29,20,3,a,5.2687488
16,29,20,3,b,8.241744
16,29,20,3,c,0.3152001
16,29,21,1,a,8.231126
16,29,21,1,b,9.691003
16,29,21,1,c,0.4546013
16,29,21,2,a,10.261144
16,29,21,2,b,10.248621
16,29,21,2,c,0.6748507
16,29,21,3,a,6.750239
16,29,21,3,b,9.619905
16,29,21,3,c,0.45709825
16,30,1,1,a,25.346876
16,30,1,1,b,61.500263
16,30,1,1,c,0.7413802
16,30,1,2,a,34.472805
16,30,1,2,b,62.21619
16,30,1,2,c,1.8833902
16,30,1,3,a,23.982529
16,30,1,3,b,60.517532
16,30,1,3,c,0.7687519
16,30,2,1,a,62.356064
16,30,2,1,b,73.67612
16,30,2,1,c,20.113644
16,30,2,2,a,77.15842
16,30,2,2,b,81.131805
16,30,2,2,c,23.179483
16,30,2,3,a,62.02893
16,30,2,3,b,73.21363
16,30,2,3,c,19.65951
16,30,3,1,a,10.164067
16,30,3,1,b,23.247677
16,30,3,1,c,0.49871257
16,30,3,2,a,12.408436
16,30,3,2,b,15.913576
16,30,3,2,c,0.2361395
16,30,3,3,a,8.507826
16,30,3,3,b,22.009481
16,30,3,3,c,0.38489133
16,30,4,1,a,37.70394
16,30,4,1,b,40.933643
16,30,4,1,c,3.4871347
16,30,4,2,a,46.240353
16,30,4,2,b,36.546238
16,30,4,2,c,4.298478
16,30,4,3,a,36.265747
16,30,4,3,b,38.47919
16,30,4,3,c,2.9368753
16,30,5,1,a,25.801151
16,30,5,1,b,46.24335
16,30,5,1,c,4.110084
16,30,5,2,a,32.839104
16,30,5,2,b,42.23156
16,30,5,2,c,4.7234473
16,30,5,3,a,23.68334
16,30,5,3,b,43.75022
16,30,5,3,c,3.5534031
16,30,6,1,a,16.06746
16,30,6,1,b,28.772938
16,30,6,1,c,1.5922104
16,30,6,2,a,18.856688
16,30,6,2,b,22.770702
16,30,6,2,c,1.5380287
16,30,6,3,a,13.397097
16,30,6,3,b,25.551205
16,30,6,3,c,1.3164147
16,30,7,1,a,69.23485
16,30,7,1,b,55.636505
16,30,7,1,c,61.34654
16,30,7,2,a,84.795296
16,30,7,2,b,62.85411
16,30,7,2,c,71.668976
16,30,7,3,a,70.85304
16,30,7,3,b,56.474056
16,30,7,3,c,63.592453
16,30,8,1,a,69.52803
16,30,8,1,b,57.958282
16,30,8,1,c,62.655144
16,30,8,2,a,85.49371
16,30,8,2,b,69.70121
16,30,8,2,c,71.996216
16,30,8,3,a,69.16933
16,30,8,3,b,58.340717
16,30,8,3,c,63.80152
16,30,9,1,a,62.62289
16,30,9,1,b,50.082718
16,30,9,1,c,63.488876
16,30,9,2,a,76.34073
16,30,9,2,b,55.90455
16,30,9,2,c,71.43302
16,30,9,3,a,62.67446
16,30,9,3,b,51.034294
16,30,9,3,c,65.090195
16,30,10,1,a,50.604683
16,30,10,1,b,70.9925
16,30,10,1,c,12.99148
16,30,10,2,a,63.59337
16,30,10,2,b,78.42158
16,30,10,2,c,19.166578
16,30,10,3,a,51.39005
16,30,10,3,b,72.076294
16,30,10,3,c,14.042701
16,30,11,1,a,37.03393
16,30,11,1,b,48.642586
16,30,11,1,c,1.1981637
16,30,11,2,a,43.876434
16,30,11,2,b,50.410435
16,30,11,2,c,2.0027308
16,30,11,3,a,36.24469
16,30,11,3,b,45.73357
16,30,11,3,c,0.7513737
16,30,12,1,a,31.413403
16,30,12,1,b,53.0372
16,30,12,1,c,0.41538334
16,30,12,2,a,38.5657
16,30,12,2,b,56.507633
16,30,12,2,c,1.7528752
16,30,12,3,a,29.473532
16,30,12,3,b,51.637436
16,30,12,3,c,0.48137257
16,30,13,1,a,22.103462
16,30,13,1,b,73.95945
16,30,13,1,c,0.69885355
16,30,13,2,a,27.096956
16,30,13,2,b,68.50767
16,30,13,2,c,1.4421678
16,30,13,3,a,19.7463
16,30,13,3,b,70.92318
16,30,13,3,c,0.7584576
16,30,14,1,a,65.48333
16,30,14,1,b,57.79493
16,30,14,1,c,47.720932
16,30,14,2,a,80.51997
16,30,14,2,b,66.90299
16,30,14,2,c,55.53757
16,30,14,3,a,64.21869
16,30,14,3,b,58.74228
16,30,14,3,c,48.05373
16,30,16,1,a,82.315125
16,30,16,1,b,64.67517
16,30,16,1,c,24.903446
16,30,16,2,a,86.7483
16,30,16,2,b,64.630424
16,30,16,2,c,25.13608
16,30,16,3,a,78.9705
16,30,16,3,b,62.773857
16,30,16,3,c,23.476627
16,30,17,1,a,48.078823
16,30,17,1,b,72.80328
16,30,17,1,c,4.6180873
16,30,17,2,a,59.16601
16,30,17,2,b,72.8765
16,30,17,2,c,7.181401
16,30,17,3,a,44.798653
16,30,17,3,b,70.80419
16,30,17,3,c,3.9847631
16,30,18,1,a,49.501663
16,30,18,1,b,53.361687
16,30,18,1,c,2.184361
16,30,18,2,a,58.25915
16,30,18,2,b,58.047626
16,30,18,2,c,4.210035
16,30,18,3,a,50.25777
16,30,18,3,b,52.52637
16,30,18,3,c,2.5629916
16,30,19,1,a,55.988865
16,30,19,1,b,53.304317
16,30,19,1,c,4.320892
16,30,19,2,a,69.197495
16,30,19,2,b,61.672054
16,30,19,2,c,7.121631
16,30,19,3,a,56.71758
16,30,19,3,b,53.801052
16,30,19,3,c,4.7806325
16,30,20,1,a,51.28917
16,30,20,1,b,70.64078
16,30,20,1,c,2.7859175
16,30,20,2,a,63.76379
16,30,20,2,b,74.53941
16,30,20,2,c,6.004911
16,30,20,3,a,51.271313
16,30,20,3,b,69.71408
16,30,20,3,c,2.787421
16,30,21,1,a,60.409622
16,30,21,1,b,76.437515
16,30,21,1,c,4.052367
16,30,21,2,a,70.50999
16,30,21,2,b,75.854996
16,30,21,2,c,5.55088
16,30,21,3,a,59.38896
16,30,21,3,b,74.17042
16,30,21,3,c,3.818303
16,31,1,1,a,0.7704046
16,31,1,1,b,6.5894675
16,31,1,1,c,0.3988722
16,31,1,2,a,1.4669356
16,31,1,2,b,6.055578
16,31,1,2,c,0.4766562
16,31,1,3,a,1.0578744
16,31,1,3,b,6.3957357
16,31,1,3,c,0.34796566
16,31,2,1,a,5.8624516
16,31,2,1,b,15.657954
16,31,2,1,c,1.366105
16,31,2,2,a,7.1259265
16,31,2,2,b,15.919313
16,31,2,2,c,1.6621175
16,31,2,3,a,5.330425
16,31,2,3,b,15.437804
16,31,2,3,c,1.1590484
16,31,3,1,a,0.11630081
16,31,3,1,b,2.592392
16,31,3,1,c,0.3618136
16,31,3,2,a,0.23400623
16,31,3,2,b,0.7352434
16,31,3,2,c,0.31832317
16,31,3,3,a,0.06512751
16,31,3,3,b,2.0523615
16,31,3,3,c,0.32157856
16,31,4,1,a,0.9078738
16,31,4,1,b,1.4045233
16,31,4,1,c,0.4136784
16,31,4,2,a,1.2465438
16,31,4,2,b,0.49458116
16,31,4,2,c,0.37135655
16,31,4,3,a,0.6558579
16,31,4,3,b,0.8838326
16,31,4,3,c,0.3054545
16,31,5,1,a,0.71532625
16,31,5,1,b,3.7018812
16,31,5,1,c,0.34362257
16,31,5,2,a,0.40808526
16,31,5,2,b,2.4231558
16,31,5,2,c,0.35962284
16,31,5,3,a,0.3200892
16,31,5,3,b,3.1580887
16,31,5,3,c,0.32788873
16,31,6,1,a,0.4418724
16,31,6,1,b,2.0129588
16,31,6,1,c,0.47497487
16,31,6,2,a,0.5970239
16,31,6,2,b,0.4408135
16,31,6,2,c,0.49223688
16,31,6,3,a,0.45362228
16,31,6,3,b,1.7659513
16,31,6,3,c,0.5143891
16,31,7,1,a,55.720745
16,31,7,1,b,32.46811
16,31,7,1,c,42.181904
16,31,7,2,a,62.73448
16,31,7,2,b,38.190353
16,31,7,2,c,44.040234
16,31,7,3,a,56.925327
16,31,7,3,b,36.367508
16,31,7,3,c,43.07385
16,31,8,1,a,54.69016
16,31,8,1,b,36.15144
16,31,8,1,c,40.95764
16,31,8,2,a,61.260895
16,31,8,2,b,42.960815
16,31,8,2,c,43.245075
16,31,8,3,a,54.5668
16,31,8,3,b,38.538918
16,31,8,3,c,41.219936
16,31,9,1,a,54.114826
16,31,9,1,b,34.31639
16,31,9,1,c,40.74886
16,31,9,2,a,59.065426
16,31,9,2,b,38.316807
16,31,9,2,c,41.78096
16,31,9,3,a,54.405685
16,31,9,3,b,37.11583
16,31,9,3,c,40.780098
16,31,10,1,a,5.1318173
16,31,10,1,b,11.87146
16,31,10,1,c,1.3294305
16,31,10,2,a,7.3800635
16,31,10,2,b,13.488074
16,31,10,2,c,2.3944888
16,31,10,3,a,5.143146
16,31,10,3,b,12.459412
16,31,10,3,c,1.4914602
16,31,11,1,a,0.82294184
16,31,11,1,b,2.882194
16,31,11,1,c,0.4886379
16,31,11,2,a,0.8371619
16,31,11,2,b,2.0346014
16,31,11,2,c,0.4862205
16,31,11,3,a,0.6090571
16,31,11,3,b,2.4784732
16,31,11,3,c,0.47036344
16,31,12,1,a,0.58389777
16,31,12,1,b,4.7414007
16,31,12,1,c,0.3345784
16,31,12,2,a,0.7505181
16,31,12,2,b,3.938446
16,31,12,2,c,0.43278414
16,31,12,3,a,0.51663566
16,31,12,3,b,4.4573507
16,31,12,3,c,0.3856369
16,31,13,1,a,0.39014012
16,31,13,1,b,6.125266
16,31,13,1,c,0.3674024
16,31,13,2,a,0.2785875
16,31,13,2,b,3.2106571
16,31,13,2,c,0.3379584
16,31,13,3,a,0.21655887
16,31,13,3,b,5.2197165
16,31,13,3,c,0.29394278
16,31,14,1,a,45.478218
16,31,14,1,b,35.411015
16,31,14,1,c,27.03177
16,31,14,2,a,50.10875
16,31,14,2,b,41.56091
16,31,14,2,c,27.818611
16,31,14,3,a,44.512264
16,31,14,3,b,37.597355
16,31,14,3,c,26.131165
16,31,16,1,a,22.750462
16,31,16,1,b,14.212915
16,31,16,1,c,0.9158361
16,31,16,2,a,20.49468
16,31,16,2,b,11.319383
16,31,16,2,c,0.80281985
16,31,16,3,a,19.589722
16,31,16,3,b,13.488777
16,31,16,3,c,0.76164824
16,31,17,1,a,6.6072054
16,31,17,1,b,10.398822
16,31,17,1,c,1.6233323
16,31,17,2,a,7.5976343
16,31,17,2,b,10.163781
16,31,17,2,c,2.2153223
16,31,17,3,a,5.739762
16,31,17,3,b,9.358369
16,31,17,3,c,1.6847177
16,31,18,1,a,0.6800181
16,31,18,1,b,2.7517629
16,31,18,1,c,0.23086677
16,31,18,2,a,0.9241942
16,31,18,2,b,2.1021476
16,31,18,2,c,0.28810474
16,31,18,3,a,0.60808706
16,31,18,3,b,2.758011
16,31,18,3,c,0.26795807
16,31,19,1,a,1.4872389
16,31,19,1,b,2.6715863
16,31,19,1,c,0.23538713
16,31,19,2,a,1.717547
16,31,19,2,b,3.1485887
16,31,19,2,c,0.22036293
16,31,19,3,a,1.4726402
16,31,19,3,b,3.133736
16,31,19,3,c,0.2409033
16,31,20,1,a,0.3096209
16,31,20,1,b,1.8848091
16,31,20,1,c,0.08297922
16,31,20,2,a,1.3397753
16,31,20,2,b,1.7439377
16,31,20,2,c,0.09329414
16,31,20,3,a,0.42812252
16,31,20,3,b,2.2012355
16,31,20,3,c,0.072144754
16,31,21,1,a,1.1546773
16,31,21,1,b,5.1574454
16,31,21,1,c,0.24310683
16,31,21,2,a,1.6485941
16,31,21,2,b,2.6757982
16,31,21,2,c,0.097500846
16,31,21,3,a,1.0830004
16,31,21,3,b,4.5099444
16,31,21,3,c,0.19683027
16,32,1,1,a,8.896684
16,32,1,1,b,40.07462
16,32,1,1,c,0.56509906
16,32,1,2,a,13.89504
16,32,1,2,b,41.17624
16,32,1,2,c,0.89265776
16,32,1,3,a,8.487554
16,32,1,3,b,39.739204
16,32,1,3,c,0.44092137
16,32,2,1,a,32.89266
16,32,2,1,b,44.575138
16,32,2,1,c,6.5435643
16,32,2,2,a,42.35393
16,32,2,2,b,51.543476
16,32,2,2,c,7.9743648
16,32,2,3,a,31.587439
16,32,2,3,b,44.2087
16,32,2,3,c,6.1614757
16,32,3,1,a,3.817273
16,32,3,1,b,9.962952
16,32,3,1,c,0.65440935
16,32,3,2,a,4.9726105
16,32,3,2,b,6.0298367
16,32,3,2,c,0.42116955
16,32,3,3,a,2.5842104
16,32,3,3,b,9.405303
16,32,3,3,c,0.46174037
16,32,4,1,a,21.879923
16,32,4,1,b,22.356445
16,32,4,1,c,1.535016
16,32,4,2,a,27.882359
16,32,4,2,b,20.046484
16,32,4,2,c,1.467202
16,32,4,3,a,20.344687
16,32,4,3,b,20.095041
16,32,4,3,c,1.2294952
16,32,5,1,a,9.753754
16,32,5,1,b,22.863564
16,32,5,1,c,0.945293
16,32,5,2,a,13.298026
16,32,5,2,b,19.915678
16,32,5,2,c,1.5228411
16,32,5,3,a,8.018748
16,32,5,3,b,20.694313
16,32,5,3,c,0.81183463
16,32,6,1,a,6.9966135
16,32,6,1,b,13.417742
16,32,6,1,c,0.7419346
16,32,6,2,a,8.241514
16,32,6,2,b,10.051751
16,32,6,2,c,0.63121676
16,32,6,3,a,5.341919
16,32,6,3,b,11.122102
16,32,6,3,c,0.64688617
16,32,7,1,a,47.87437
16,32,7,1,b,33.280453
16,32,7,1,c,40.751255
16,32,7,2,a,61.271564
16,32,7,2,b,43.767216
16,32,7,2,c,48.720917
16,32,7,3,a,48.95234
16,32,7,3,b,35.897152
16,32,7,3,c,42.27657
16,32,8,1,a,45.918243
16,32,8,1,b,37.080967
16,32,8,1,c,39.71887
16,32,8,2,a,59.4176
16,32,8,2,b,50.864834
16,32,8,2,c,46.995678
16,32,8,3,a,45.607346
16,32,8,3,b,39.058544
16,32,8,3,c,40.067257
16,32,9,1,a,39.63775
16,32,9,1,b,28.583155
16,32,9,1,c,41.229465
16,32,9,2,a,49.232296
16,32,9,2,b,36.69047
16,32,9,2,c,47.56143
16,32,9,3,a,40.024734
16,32,9,3,b,31.254835
16,32,9,3,c,42.15657
16,32,10,1,a,22.552027
16,32,10,1,b,42.332592
16,32,10,1,c,3.8823445
16,32,10,2,a,31.908499
16,32,10,2,b,48.519707
16,32,10,2,c,6.820095
16,32,10,3,a,22.403906
16,32,10,3,b,43.828224
16,32,10,3,c,4.347045
16,32,11,1,a,17.79066
16,32,11,1,b,22.949167
16,32,11,1,c,0.57806104
16,32,11,2,a,21.86867
16,32,11,2,b,27.491138
16,32,11,2,c,0.7748809
16,32,11,3,a,16.863901
16,32,11,3,b,20.579927
16,32,11,3,c,0.56765205
16,32,12,1,a,10.261479
16,32,12,1,b,32.491207
16,32,12,1,c,0.48806432
16,32,12,2,a,15.075378
16,32,12,2,b,33.528538
16,32,12,2,c,0.9546936
16,32,12,3,a,9.2439
16,32,12,3,b,30.886263
16,32,12,3,c,0.5632252
16,32,13,1,a,7.1194487
16,32,13,1,b,45.11734
16,32,13,1,c,0.62334216
16,32,13,2,a,10.175311
16,32,13,2,b,35.570942
16,32,13,2,c,0.65891415
16,32,13,3,a,6.0918846
16,32,13,3,b,41.19721
16,32,13,3,c,0.49298322
16,32,14,1,a,42.337894
16,32,14,1,b,37.598553
16,32,14,1,c,25.189775
16,32,14,2,a,53.958138
16,32,14,2,b,49.595924
16,32,14,2,c,30.116163
16,32,14,3,a,40.759285
16,32,14,3,b,40.148464
16,32,14,3,c,24.645481
16,32,16,1,a,61.254166
16,32,16,1,b,43.38764
16,32,16,1,c,8.362503
16,32,16,2,a,62.771675
16,32,16,2,b,43.428265
16,32,16,2,c,7.6867976
16,32,16,3,a,57.93509
16,32,16,3,b,41.626286
16,32,16,3,c,7.026461
16,32,17,1,a,26.987547
16,32,17,1,b,53.338028
16,32,17,1,c,1.4673392
16,32,17,2,a,34.139343
16,32,17,2,b,53.162575
16,32,17,2,c,3.0777981
16,32,17,3,a,24.21772
16,32,17,3,b,51.358135
16,32,17,3,c,1.2614412
16,32,18,1,a,24.61328
16,32,18,1,b,26.427513
16,32,18,1,c,0.4072704
16,32,18,2,a,29.951523
16,32,18,2,b,33.161903
16,32,18,2,c,0.95139116
16,32,18,3,a,25.302517
16,32,18,3,b,26.866209
16,32,18,3,c,0.70667833
16,32,19,1,a,29.832203
16,32,19,1,b,31.878233
16,32,19,1,c,0.56563103
16,32,19,2,a,38.975845
16,32,19,2,b,40.711178
16,32,19,2,c,1.0095797
16,32,19,3,a,30.530203
16,32,19,3,b,32.879555
16,32,19,3,c,0.72146463
16,32,20,1,a,27.672098
16,32,20,1,b,46.31115
16,32,20,1,c,0.4153481
16,32,20,2,a,37.137054
16,32,20,2,b,50.58232
16,32,20,2,c,1.2697408
16,32,20,3,a,27.455488
16,32,20,3,b,46.120647
16,32,20,3,c,0.14695318
16,32,21,1,a,36.233433
16,32,21,1,b,52.32916
16,32,21,1,c,0.8095041
16,32,21,2,a,42.01577
16,32,21,2,b,51.52098
16,32,21,2,c,1.1929759
16,32,21,3,a,34.171684
16,32,21,3,b,50.213154
16,32,21,3,c,0.69182914
16,33,1,1,a,4.652109
16,33,1,1,b,49.5558
16,33,1,1,c,0.6723729
