smiles,xtb_total_energy_eh,xtb_homo_ev,xtb_lumo_ev,xtb_gap_ev,xtb_dipole_debye,xtb_alpha_au,xtb_n_atoms,xtb_q_min,xtb_q_max,xtb_q_mean_abs,xtb_q_std
CCN1CCCC1=O,-25.477059780787,-10.3651,-5.6439,4.7212,4.304,80.697387,19.0,-0.43065814,0.26828559,0.08505437526315789,0.13000972455680243
CCN1CCNC(=O)C1=O,-31.944296453535,-10.4714,-7.3817,3.089699999999999,8.155,91.784907,20.0,-0.38272156,0.24589903,0.117390196,0.16303554941271223
CCNC(=O)C(=O)NCC,-32.967766217488,-10.3488,-7.244,3.104800000000001,0.0,96.63373,22.0,-0.43078819,0.23670607,0.1277118236363636,0.1735354202064094
CCNC(=O)OC,-24.234604611932,-10.9074,-5.2351,5.672300000000001,2.874,67.367213,16.0,-0.4634144,0.39651867,0.13392971312500002,0.18905766826801623
CCNC(=O)OCC,-27.400542116784,-10.7829,-5.2339,5.5489999999999995,3.169,78.937893,19.0,-0.46805296,0.39423217,0.12628601842105264,0.17803330093765085
CCOC(=N)C(=O)OCC,-33.562918496923,-10.6518,-7.9122,2.7395999999999994,1.431,92.610393,21.0,-0.36863401,0.33415568,0.13736866047619045,0.1744630219700134
CCOC(=N)CCOC,-30.507763849654,-10.3788,-5.9995,4.3793,1.761,91.012778,22.0,-0.3901106,0.23811386,0.1056533581818182,0.14523206406646375
CCOC(=O)/C(N)=N\O,-30.628527713279,-10.4661,-7.1244,3.3417000000000012,1.312,78.36056,17.0,-0.40083947,0.35297809,0.18109028647058822,0.21562881927361277
CCOC(=O)C(=O)C1CCCCC1,-41.773271571365,-10.8554,-8.5056,2.3498,1.524,124.705839,29.0,-0.3896832,0.33062167,0.09292345896551725,0.13448892115363986
CCOC(=O)C(=O)N(C)C,-33.586281363497,-10.7102,-7.1606,3.5496000000000008,4.413,92.575097,21.0,-0.3939373,0.33989838,0.12579926666666666,0.1702711449383241
CCOC(=O)C(=O)Nc1ccccc1,-42.146218708932,-10.6669,-8.0863,2.5806000000000004,1.775,131.786297,25.0,-0.40898049,0.32224524,0.1156747856,0.1603804830141104
CCOC(=O)C(=O)O,-27.883297112598,-11.7047,-8.596,3.1087000000000007,1.147,64.933334,14.0,-0.36160586,0.35114615,0.1994054878571428,0.2390092961803283
CCOC(=O)C(=O)OCC,-34.213771967071,-11.3813,-8.3304,3.0509000000000004,0.0,88.23531,20.0,-0.36062705,0.32824527,0.1409498805,0.1810495689494426
CCOC(=O)C(C)=O,-26.966015485032,-11.1012,-8.6366,2.464600000000001,1.632,71.506916,16.0,-0.38599072,0.33231482,0.146737308125,0.18207441664554042
CCOC(=O)C(N)=O,-27.249793749977,-11.0512,-7.8736,3.1776,6.414,69.140706,15.0,-0.37072889,0.32821611,0.18129878600000005,0.21443482178923975
CCOC(=O)C1CCCCC1=O,-38.624373436607,-10.8333,-7.1953,3.638,4.303,112.693008,26.0,-0.40164568,0.36284365,0.11172993538461538,0.15639711010500823
CCOC(=O)C1CCNC1=O,-35.750518982949,-10.9118,-6.7133,4.198499999999999,4.996,98.760899,22.0,-0.41331476,0.3614745,0.1354423959090909,0.18270847930493467
CCOC(=O)CC#N,-25.292472539358,-11.9198,-7.1275,4.7923,5.755,70.969315,15.0,-0.38791696,0.36003012,0.14084803333333337,0.1779081829340159
CCOC(=O)CC(=O)OCC,-37.392110761086,-11.6133,-6.8575,4.755800000000001,3.01,99.525529,23.0,-0.39118964,0.36345124,0.14372847347826087,0.18799299699363595
CCOC(=O)CC(=O)c1ccccn1,-42.125592727672,-10.6068,-8.342,2.2647999999999993,4.262,129.437216,25.0,-0.39853106,0.36365471,0.12173769879999999,0.1654466854139037
CCOC(=O)CCCC(=O)CC,-39.636546741757,-10.6701,-6.9708,3.6993,2.445,117.720566,28.0,-0.40850744,0.35640785,0.11076145714285714,0.15314974427751607
CCOC(=O)CN(C)C,-30.531836923486,-9.6776,-6.5241,3.1535,2.906,91.078331,22.0,-0.38655448,0.34834465,0.09327239772727271,0.13916196139977702
CCOC(=O)CNC(=O)CC,-36.761253641328,-10.6693,-7.0173,3.652,3.341,103.787343,24.0,-0.42705773,0.34799966,0.1326695325,0.17779201338431694
CCOC(=O)CNC(C)=O,-33.59763074788,-10.7187,-7.0364,3.6822999999999997,3.459,92.085161,21.0,-0.43663129,0.34814713,0.14838408619047616,0.1919661527298285
CCOC(=O)CNC=O,-30.422195041546,-11.0266,-7.1677,3.8589,4.004,80.78441,18.0,-0.40235184,0.34554372,0.15195621666666667,0.1959819135848444
CCOC(=O)CO,-24.837989372893,-11.3858,-6.9535,4.4323,2.991,62.810666,15.0,-0.42860117,0.33864141,0.160500844,0.211043528124556
CCOC(=O)CSc1ccccc1,-38.897443084622,-9.9588,-7.0651,2.8937,1.364,140.515208,25.0,-0.40583664,0.35187105,0.08899398,0.13282055908328919
CCOC(=O)Cc1ccccn1,-35.933134033809,-10.1308,-6.903,3.227800000000001,1.578,116.109646,23.0,-0.40352051,0.35829849,0.10479522434782605,0.14776615129171597
CCOC(=O)Cc1ccco1,-34.425460187472,-10.3825,-6.6642,3.7183,2.065,102.848301,21.0,-0.39493285,0.35399607,0.11309963952380953,0.15129694996008886
CCOC(=O)Cc1ncccn1,-36.20473453836,-10.227,-7.6177,2.6093,3.464,111.618603,22.0,-0.399095,0.3631505,0.12777007727272727,0.1651102117735098
CCOC(=O)Cn1nnc(-c2ccccc2)n1,-49.465685982706,-10.9252,-7.6623,3.2629,3.37,156.681732,29.0,-0.38631119,0.3552594,0.10280711655172414,0.14160098320687747
CCOC(=O)NC,-24.234390694279,-10.8623,-5.211,5.651299999999999,2.883,67.341509,16.0,-0.46527627,0.39666889,0.139099735,0.19112116873658042
CCOC(=O)OCC,-28.032934952921,-11.943,-6.0925,5.850499999999999,0.791,74.689553,18.0,-0.44647153,0.47262895,0.13413655944444447,0.18803459407111883
CCOC(=O)[C@@H]1CCCC[C@H]1O,-39.654419983399,-10.8745,-6.4278,4.446699999999999,2.905,115.739215,28.0,-0.44839027,0.35215013,0.1092322075,0.16150018823344323
CCOC(=O)c1c[nH]cn1,-30.912202093925,-10.6076,-7.0937,3.5138999999999996,6.272,91.27135,18.0,-0.39427984,0.34648812,0.1217479611111111,0.1652727208452371
CCOC(=O)c1cc(C)on1,-34.666751473288,-11.4706,-8.0081,3.4624999999999986,1.958,98.504853,20.0,-0.40546472,0.34968347,0.11906634550000002,0.15408502743437358
CCOC(=O)c1ccccc1,-32.498327826736,-11.1322,-7.4454,3.686799999999999,2.31,109.119171,21.0,-0.41553392,0.34947619,0.08839542523809525,0.14060476352698925
CCOC(=O)c1ccccn1,-32.762939416142,-10.3621,-7.8974,2.4646999999999997,1.872,104.653657,20.0,-0.4103821,0.34622201,0.10336388650000002,0.14890279299933853
CCOC(=O)c1cccs1,-30.437761136902,-11.1461,-7.821,3.325100000000001,2.186,106.470366,18.0,-0.42170084,0.34506861,0.10193233055555556,0.1531451944105316
CCOC(=O)c1cn(Cc2ccccc2)nn1,-49.202261063268,-10.751,-7.3643,3.3866999999999994,3.694,161.229021,30.0,-0.42401034,0.34776142,0.08228499100000002,0.12573254838414757
CCOC(=O)c1cnoc1C,-34.67283107642,-11.4107,-7.6268,3.7839,2.041,98.412644,20.0,-0.42291898,0.34920908,0.12289066950000001,0.1596799797567328
CCOC(=O)c1csc(-c2ccccn2)n1,-45.872444425692,-10.5022,-8.0887,2.413500000000001,3.54,160.033447,26.0,-0.41914865,0.34890446,0.10298823538461538,0.14519577470189787
CCOC(=O)c1nc2ccccc2s1,-40.309821792817,-10.9854,-8.4403,2.5450999999999997,2.604,141.8507,23.0,-0.4041472,0.34305518,0.09754092695652174,0.14147300690630923
CCOC(=O)c1ncc[nH]1,-30.912646343137,-10.6638,-7.6491,3.0147000000000004,6.236,91.262072,18.0,-0.38419186,0.33926838,0.12186223055555558,0.164541581118355
CCOC(=O)c1nccn1C,-34.087087338294,-10.4773,-7.4474,3.0298999999999996,2.316,102.961286,21.0,-0.43159855,0.3405315,0.10604485,0.15307229472632272
CCOC(=O)c1ncco1,-31.53284232849,-11.5287,-8.3131,3.2156000000000002,1.707,86.873735,17.0,-0.38755434,0.33885712,0.13414697588235294,0.16989615196331478
CCOCC(=O)OCC,-31.163274383732,-10.7903,-6.7438,4.0465,2.596,86.433051,21.0,-0.38570427,0.34059911,0.11312151904761905,0.15584541204369412
CCOCC(C)O,-24.943218392584,-10.7487,-0.401,10.3477,0.551,72.973538,19.0,-0.45427015,0.29290829,0.10639536789473684,0.15748651527940247
CCOP(C)(=O)OCC,-32.160132658964,-11.2243,-2.487,8.7373,3.494,102.782317,22.0,-0.47397453,0.46544967,0.12551592272727272,0.17744360621504152
CCOc1ccccc1C(N)=O,-35.920144206841,-10.5757,-6.9471,3.6285999999999996,3.22,118.157706,23.0,-0.42398524,0.29103719,0.1129316017391304,0.15756960559360142
CCS(=O)(=O)CC,-25.01964295555,-11.1647,-3.3184,7.846299999999999,5.242,81.121914,17.0,-0.55293226,0.95995577,0.1866582182352941,0.30945770597706557
CCSCCO,-20.958031781339,-9.899,-5.647,4.251999999999999,3.268,76.074609,16.0,-0.4405007,0.30017474,0.09671557125000001,0.15116619610829132
CCc1ccc[nH]1,-20.351356442651,-9.617,-4.8477,4.769300000000001,2.21,77.760083,16.0,-0.0971935,0.15036189,0.050726440624999994,0.06224005220743075
CCc1ncc[nH]1,-20.633582753752,-10.0663,-5.3636,4.7027,3.832,72.981104,15.0,-0.27597463,0.15486722,0.07472769200000001,0.1005419579793467
CN(C)/C=N/C(C)(C)C,-28.989132067026,-9.3025,-5.1949,4.107600000000001,2.663,102.751009,25.0,-0.30821401,0.12325537,0.06435632799999999,0.08679543340466483
CN(C)C(=N)N(C)C,-26.086703485944,-9.2867,-5.0346,4.2520999999999995,2.97,88.502001,21.0,-0.42817217,0.21564824,0.08111838571428572,0.12259689301558331
CN(C)C(=O)CC#N,-24.658297592508,-10.9149,-6.3105,4.604399999999999,7.63,75.442191,16.0,-0.42299021,0.26704551,0.11350500625,0.1514540736154315
CN(C)C(C)(C)CO,-27.467813704782,-9.3563,-0.5272,8.829099999999999,2.221,89.355593,23.0,-0.44633808,0.28281383,0.07910158521739132,0.12666234282264363
CN(C)CC(=O)O,-24.204254662085,-9.7859,-6.7077,3.0782,2.595,67.635919,16.0,-0.39615907,0.34930287,0.129227455,0.19181059062796665
CN(C)CC(C)(C)CO,-30.637013499035,-9.4764,0.0546,9.531,2.205,101.025228,26.0,-0.44115543,0.28279746,0.06859890923076924,0.11679434191812411
CN(C)CC(N)=O,-23.57132862364,-10.0975,-5.8879,4.2096,3.998,71.951922,17.0,-0.42901748,0.2768297,0.11466290470588236,0.16454797804792812
CN(C)CC(O)CN(C)C,-34.058696684893,-9.2321,-0.101,9.1311,3.101,110.663391,28.0,-0.44779621,0.28086441,0.06614518285714285,0.11567815344902171
CN(C)CCC#N,-21.600802551145,-9.9717,-5.8814,4.0903,3.791,74.145352,17.0,-0.23188556,0.10884176,0.062144611176470584,0.08489838625849129
CN(C)CCCCO,-27.470220397468,-9.377,0.4104,9.7874,1.298,89.468295,23.0,-0.44371697,0.28333327,0.06997967304347825,0.12170610204609454
CN(C)CCCO,-24.307201036461,-9.6261,0.1426,9.768699999999999,2.702,77.754021,20.0,-0.4435655,0.28529229,0.07584629949999999,0.13003788351660747
CN(C)CCN(C)C,-26.83604181943,-9.4296,-0.4,9.0296,1.502,94.462988,24.0,-0.17781426,0.04463282,0.03961330083333333,0.058792382360502486
CN(C)CCN(C)CCN(C)C,-39.75179656393,-9.1029,-0.5028,8.6001,1.963,139.069809,35.0,-0.18116251,0.04023336,0.039054073142857144,0.058605411930862335
CN(C)S(C)(=O)=O,-25.296038780198,-10.557,-3.7488,6.8082,4.495,79.202331,16.0,-0.5744413,1.10846862,0.213306055,0.35723304881748685
CN(C)[C@@H](Cc1ccccc1)C(=O)O,-42.248147570147,-9.7608,-6.854,2.9067999999999996,1.644,141.834578,29.0,-0.41927879,0.34223937,0.08624395379310343,0.14447613364878345
CN(C)c1ccccc1C(=O)O,-35.925444827719,-9.5052,-7.1604,2.3448,2.032,118.540202,23.0,-0.41347566,0.35639943,0.10141380217391305,0.16267335543915842
CN(C)c1ccccc1C=O,-31.827256830055,-9.5659,-7.6904,1.8754999999999988,3.518,114.021611,22.0,-0.34277582,0.1990347,0.0632454931818182,0.09645365189332497
CN(C=O)c1ccccn1,-28.97523462927,-10.3895,-7.3158,3.0736999999999997,5.394,97.534318,18.0,-0.39307186,0.23874821,0.09651278111111111,0.13644993012895007
CN(CCO)CCO,-28.36107333331,-9.7184,-0.6939,9.024500000000002,3.864,82.320838,21.0,-0.44905873,0.28729514,0.1062410323809524,0.17233260439765008
CN1C(=O)CC(=O)NC1=O,-31.863565540071,-11.779,-8.0984,3.6806,1.039,81.678459,16.0,-0.41504133,0.32809538,0.20130343499999998,0.23628714776144152
CN1CC(=O)N=C1N,-24.981256886392,-10.3575,-6.9151,3.4424,7.711,72.991024,15.0,-0.39452708,0.28672792,0.1621009326666667,0.20050461134132666
CN1CC(=O)NC1=O,-25.649783938852,-11.1351,-7.1932,3.9418999999999995,3.166,68.439372,14.0,-0.44200021,0.32207043,0.17134052,0.21639032018051088
CN1CCCC1C(=O)O,-29.523061259863,-9.6876,-6.6978,2.9898,2.606,85.78005,20.0,-0.39776961,0.3473281,0.10987423749999999,0.17223224088096725
CN1CCCC1CO,-26.460256217486,-9.4104,0.2868,9.697199999999999,1.247,84.224055,21.0,-0.4449447,0.28544436,0.07395107428571428,0.1273680757219551
CN1CCCCC1=O,-25.472997456347,-10.3373,-5.7433,4.594000000000001,4.385,80.729819,19.0,-0.44060641,0.26388109,0.08384747526315789,0.1296267462692422
CN1CCCN(C)C1=O,-28.923023202896,-9.8858,-4.6876,5.1982,4.754,90.233128,21.0,-0.48765798,0.30793299,0.08597815809523808,0.1394550884076394
CN1CCCN2CCCN=C12,-33.582164618162,-8.9402,-4.1004,4.839800000000001,3.65,113.516404,26.0,-0.37136867,0.20504183,0.06151969,0.0972534358152656
CN1Cc2ccccc2NC1=O,-34.323772274161,-10.1416,-6.4496,3.692,3.74,117.684803,22.0,-0.48304491,0.3184903,0.09068578863636363,0.14327863133183666
CNC(=O)C(=O)NC,-26.632499617819,-10.4188,-7.2877,3.131099999999999,0.0,73.393531,16.0,-0.43035683,0.23447744,0.1563281675,0.1991743582301587
CNC(=O)C(=O)O,-24.092833377368,-11.0743,-8.092,2.9822999999999986,2.648,57.487337,12.0,-0.40809948,0.34468445,0.2192237608333333,0.25502451799301235
CNC(=O)C(=O)c1ccccc1,-34.886200748005,-10.4635,-8.3657,2.0977999999999994,1.608,115.153933,21.0,-0.41180085,0.24882023,0.10354153809523811,0.15461825000361887
CNC(=O)CC#N,-21.49393064561,-11.2553,-6.6185,4.6368,5.57,63.64839,13.0,-0.41525491,0.27796223,0.14272266461538463,0.17678678007362955
CNC(=O)N(C)C,-23.590887809221,-10.1202,-4.9662,5.154000000000001,4.331,71.889756,17.0,-0.4747287,0.31457246,0.11154433647058823,0.16268667003793372
CNC(=O)c1ccccc1,-28.694825894721,-10.4985,-7.008,3.4905,4.087,101.846123,19.0,-0.43108636,0.26504264,0.08434828421052631,0.13408689679303548
CNC(=O)c1ccccc1O,-32.777536644905,-10.5168,-7.1842,3.3326000000000002,4.597,106.392071,20.0,-0.45384935,0.34047882,0.1287294165,0.1833827722826382
CNC(=O)c1cn2ccccc2n1,-36.702867404473,-10.2805,-7.3695,2.9109999999999996,7.56,124.021345,22.0,-0.4066013,0.26463932,0.0940491790909091,0.13696484911468246
CNS(=O)(=O)N(C)C,-28.740275851601,-10.5643,-3.8879,6.676399999999999,5.053,88.780108,18.0,-0.57505798,1.23075114,0.21460184222222226,0.37029372309667863
CNS(C)(=O)=O,-22.128887636228,-10.9404,-3.4925,7.447900000000001,4.507,67.459282,13.0,-0.56875039,1.10365188,0.26693733000000003,0.40239601613034787
COC(=N)c1cnccn1,-29.201080717359,-10.2493,-8.3199,1.9293999999999993,0.995,93.075079,17.0,-0.37158688,0.23545274,0.11687128176470588,0.14945031373881743
COC(=O)C(=O)c1ccccc1,-35.511201668123,-10.8757,-8.366,2.5097000000000005,3.696,111.015997,20.0,-0.38236987,0.34300679,0.10470246950000002,0.1585192677571645
COC(=O)C(C)=O,-23.797958727667,-11.1665,-8.6995,2.4669999999999987,1.536,59.931527,13.0,-0.38159361,0.33019989,0.16139822,0.19666305817284543
COC(=O)C1CCCC1=O,-32.293444243773,-11.0051,-7.2247,3.7804,4.254,89.435905,20.0,-0.39439239,0.36141063,0.1277112795,0.173469937163476
COC(=O)C1CCCCC1,-32.42458570351,-10.9465,-6.4633,4.4832,2.017,99.682759,24.0,-0.40289541,0.34808988,0.08137922833333334,0.1290908027509011
COC(=O)C1CCCCO1,-33.312999040489,-10.628,-6.7438,3.8842,3.186,92.98946,22.0,-0.38323457,0.33573228,0.10255744727272727,0.14787004008619994
COC(=O)CC#N,-22.125134276151,-11.9767,-7.1935,4.783199999999999,5.403,59.401679,12.0,-0.38331125,0.3606398,0.15509972583333329,0.19305024320310682
COC(=O)CC(=O)CC(=O)OC,-40.415364738503,-11.4461,-7.7408,3.7052999999999994,2.928,101.180759,22.0,-0.38806407,0.36256999,0.1699791645454545,0.2110253974525473
COC(=O)CC(N)=O,-27.263609879594,-10.9812,-7.1568,3.8244,4.114,68.792842,15.0,-0.42928203,0.35535233,0.1991325866666667,0.23631965912017575
COC(=O)CCC#N,-25.294525716056,-11.7363,-6.9879,4.7484,3.885,70.857627,15.0,-0.40000464,0.3513398,0.13594959866666667,0.17628923223060988
COC(=O)CCC(=O)C(=O)OC,-40.405960130433,-11.1508,-7.9838,3.1670000000000007,2.979,101.306526,22.0,-0.40335315,0.35016582,0.15926506636363635,0.20036635358833227
COC(=O)CCO,-24.83615843887,-11.2902,-6.6463,4.6439,2.614,62.828259,15.0,-0.439255,0.3558666,0.15950693866666665,0.21255008633178543
COC(=O)CC[N+](=O)[O-],-31.228428830186,-12.1485,-9.0052,3.1433,4.447,72.209049,16.0,-0.39404417,0.52867828,0.1908702425,0.24491753768611807
COC(=O)CCc1c[nH]cn1,-34.077846272626,-10.2983,-6.3359,3.9623999999999997,3.78,102.623562,21.0,-0.40494179,0.35070561,0.11512214238095239,0.15762799933476232
COC(=O)CN(C)C,-27.364042606488,-9.7018,-6.597,3.1048,2.844,79.488376,19.0,-0.3828815,0.34627084,0.09536242684210527,0.1448661818732671
COC(=O)CNC(=O)C(=O)OC,-40.694155511393,-11.0188,-7.7701,3.2487000000000004,5.451,99.108146,21.0,-0.39392268,0.34720752,0.17271609095238094,0.21359679831233988
COC(=O)CS(C)(=O)=O,-32.130722894392,-11.6985,-7.4113,4.2871999999999995,4.747,87.855173,17.0,-0.55299408,1.01363851,0.2500349735294118,0.3532914574123719
COC(=O)C[C@@H](C)O,-28.006068665279,-11.2124,-6.5979,4.6145000000000005,0.847,74.318783,18.0,-0.45280052,0.3499141,0.14846807777777776,0.1999882407192066
COC(=O)C[N+](=O)[O-],-28.054998904016,-12.4754,-9.2382,3.2371999999999996,3.305,60.857864,13.0,-0.36841146,0.54109221,0.21710082846153847,0.26722301281803396
COC(=O)Cc1ccccn1,-32.765395890649,-10.1522,-6.923,3.2292000000000005,1.382,104.526006,20.0,-0.40000662,0.35629371,0.10836331250000002,0.15408533320338352
COC(=O)Cc1nccs1,-30.710401126245,-10.9411,-7.3178,3.6233000000000004,3.145,101.828372,17.0,-0.38954497,0.35807244,0.11983641,0.16498558691529067
COC(=O)N1CCCCC1,-32.71784738304,-10.2441,-5.1712,5.0729,3.321,97.319964,23.0,-0.47460755,0.38221758,0.09292105391304345,0.1499735352210134
COC(=O)Nc1ccc(OC)cc1,-40.023392641427,-10.0398,-6.2758,3.7639999999999993,1.218,123.189139,24.0,-0.44982077,0.39695512,0.11760565083333334,0.16564858042291764
COC(=O)Nc1ccccc1,-32.79133270746,-10.4672,-6.4158,4.0514,2.686,106.741528,20.0,-0.44667604,0.39834852,0.11064036099999999,0.16589728854860297
COC(=O)Nc1nc2ccccc2[nH]1,-40.801375363358,-10.1975,-6.7369,3.4605999999999995,6.156,128.760352,23.0,-0.40169914,0.40201363,0.12760610130434785,0.17254182327486733
COC(=O)[C@@H](O)[C@H](O)c1ccccc1,-43.775469250133,-10.8114,-7.3072,3.504200000000001,3.522,130.142142,26.0,-0.4483649,0.33353628,0.12877195153846155,0.19247860416685605
COC(=O)c1cc(C)ccc1O,-36.568947153418,-10.5106,-7.0422,3.4684,3.123,113.709961,22.0,-0.39524353,0.35906203,0.12069433636363637,0.17376086506797925
COC(=O)c1cc(OC)ccc1O,-40.644081180192,-10.2642,-7.6176,2.6466000000000003,4.096,118.57175,23.0,-0.43699764,0.35089432,0.13739839608695648,0.18793652444346984
COC(=O)c1ccc(OC)cc1,-36.564527474498,-10.7081,-7.2617,3.4463999999999997,3.984,114.005933,22.0,-0.4154451,0.34686177,0.10295617681818184,0.15067454787949233
COC(=O)c1cccc(C(=O)O)n1,-39.874499378123,-10.6613,-8.2823,2.3790000000000013,6.119,111.200547,20.0,-0.38128583,0.3475697,0.16129087350000001,0.21375481735604052
COC(=O)c1cccc(C(=O)OC)n1,-43.034918318706,-10.5501,-8.1531,2.3970000000000002,6.211,123.013642,23.0,-0.36300165,0.34506269,0.1295810965217391,0.17764948451034376
COC(=O)c1cccc2c1NC(=O)C2,-41.161819616717,-10.7612,-7.7483,3.0129,5.177,126.339755,23.0,-0.42534421,0.34878643,0.12778112434782607,0.17843206124388672
COC(=O)c1ccccc1,-29.330532406296,-11.1943,-7.4923,3.702,2.33,97.528779,18.0,-0.41203385,0.34736348,0.08970897555555557,0.1467787810325609
COC(=O)c1ccccc1-c1ccc[nH]1,-42.355559112055,-9.7989,-7.2133,2.5855999999999995,2.033,146.849169,26.0,-0.4232148,0.35749399,0.08098916346153848,0.13221483543090806
COC(=O)c1ccccc1C(=O)O,-39.615418803855,-11.3967,-7.7805,3.616199999999999,4.04,115.613896,21.0,-0.40430314,0.36258168,0.14470417238095237,0.21114430668037573
COC(=O)c1ccccc1C(=O)OC,-42.77499712749,-11.2071,-7.5513,3.6558,2.397,127.447826,24.0,-0.40108652,0.36026381,0.11640924208333332,0.1769872663463419
COC(=O)c1ccccc1N(C)C,-39.086371525335,-9.5875,-6.868,2.7195,2.818,130.414498,26.0,-0.41311837,0.35807522,0.08005593000000001,0.12817918703526499
COC(=O)c1ccccc1OC,-36.557413133328,-10.5918,-7.0703,3.5214999999999996,2.308,114.143374,22.0,-0.39673831,0.35794635,0.10065386818181819,0.14852819768712985
COC(=O)c1ccccc1S,-32.574977009794,-10.3339,-7.561,2.7729,2.305,117.101717,19.0,-0.40125104,0.35572067,0.10977439526315791,0.1599646232659221
COC(=O)c1ccccc1SC,-35.730248103613,-9.7069,-7.3022,2.404699999999999,2.621,128.899294,22.0,-0.4001547,0.36296064,0.09215281590909091,0.14097810232738572
COC(=O)c1ccccn1,-29.595152771158,-10.3951,-7.9424,2.452699999999999,1.983,93.06813,17.0,-0.4067501,0.34410434,0.10726756058823529,0.15654277896503613
COC(=O)c1cccnc1O,-33.678265181929,-10.5168,-8.0101,2.5067000000000004,1.936,97.632521,18.0,-0.4037633,0.34867757,0.15572264833333332,0.20538439427854793
COC(=O)c1cccs1,-27.268999727852,-11.1768,-7.8558,3.3209999999999997,3.059,94.924048,15.0,-0.41428501,0.34550984,0.10735088600000003,0.16281629258523303
COC(=O)c1ccn(C)n1,-30.900315325179,-11.0433,-7.2333,3.8100000000000005,4.226,91.464179,18.0,-0.41876662,0.34421916,0.11396986833333335,0.15943343791167136
COC(=O)c1ccnn1C,-30.901987730948,-11.1294,-7.6137,3.5157000000000007,3.138,91.440575,18.0,-0.41204565,0.34641072,0.11311218166666664,0.1599746986032635
COC(=O)c1ccno1,-28.322853047353,-11.8503,-8.5722,3.2781000000000002,4.762,75.542782,14.0,-0.37472517,0.34556485,0.12528224571428573,0.16671808321778447
COC(=O)c1cn(C)cn1,-30.917134294101,-10.4759,-6.9997,3.4761999999999995,6.91,91.382095,18.0,-0.39509757,0.34346891,0.10919469,0.15835746589156938
COC(=O)c1cncs1,-27.546865911836,-11.3157,-8.3138,3.001899999999999,2.872,90.398314,14.0,-0.40904701,0.34816849,0.12863175071428573,0.17672788141781934
COC(=O)c1nc[nH]n1,-28.000185845467,-11.1507,-7.8918,3.2589000000000006,4.656,75.208613,14.0,-0.37973398,0.34333651,0.15078371142857144,0.18760787667085962
COC(C)C(N)=O,-24.196082887374,-10.4589,-6.084,4.3749,4.703,67.418508,16.0,-0.41234964,0.26710698,0.13715519125,0.17980600875148778
COC(OC)c1ccccc1,-33.491574168145,-10.9278,-6.3115,4.6163,2.209,112.90672,23.0,-0.32811105,0.24467432,0.06837967565217391,0.11299806249698044
COC1CCCCC1=O,-29.232861536758,-10.3861,-7.1634,3.2227000000000006,3.754,87.995843,21.0,-0.35375319,0.22130843,0.08828965809523809,0.1246540449096453
COCC(=O)OC,-24.829208580278,-10.9528,-6.8559,4.0969,2.88,63.2412,15.0,-0.38183748,0.33924505,0.12622775000000003,0.17463881347816715
COCC(=O)c1ccccc1,-32.456866763971,-10.4741,-7.9086,2.5655,4.066,109.332997,21.0,-0.35478128,0.21161118,0.0748374680952381,0.11823974133058224
COCC(C)(C)O,-24.949033431538,-10.9411,-0.2522,10.6889,2.635,72.926146,19.0,-0.45202125,0.3006438,0.10653431736842105,0.1584626289269892
COCC/C(N)=N/O,-27.574125055406,-10.0404,-5.6878,4.3526,3.013,76.628928,18.0,-0.37698634,0.30563873,0.13934100277777778,0.17815862985265402
COCCC(=O)OC,-27.997072240879,-11.0618,-6.5843,4.4775,2.459,74.862601,18.0,-0.3995485,0.35710019,0.11892784333333332,0.1677565929858599
COCCCNS(N)(=O)=O,-35.953827152214,-10.9302,-3.8741,7.056099999999999,4.341,105.301368,22.0,-0.59602766,1.26325777,0.21847831954545455,0.36283996479031105
COCCNS(=O)(=O)N(C)C,-39.126257980763,-10.5588,-3.7517,6.8071,5.381,117.063963,25.0,-0.59137301,1.25132842,0.1809428352,0.32785474535426945
COCc1ccccc1C(=O)O,-36.553779977947,-10.993,-7.3113,3.6817,3.17,114.057858,22.0,-0.41612282,0.36199653,0.11157398636363637,0.17664238964477771
CON(C)C(C)=O,-24.159362370141,-10.6659,-6.3529,4.313000000000001,4.457,67.503838,16.0,-0.39503711,0.2710775,0.106298606875,0.14752413201103506
CO[C@H]1CCCC[C@@H]1O,-30.264618646756,-10.6681,-0.2977,10.3704,1.749,91.229486,23.0,-0.4537618,0.28876203,0.08777443739130435,0.14007907632202113
COc1cc[nH]n1,-21.514453934124,-10.2185,-5.7871,4.431400000000001,1.977,66.384523,13.0,-0.27319966,0.20687776,0.09998404692307691,0.13547613327847588
COc1ccc(/C(N)=N\O)cc1,-36.134980344226,-9.7452,-6.2581,3.4871000000000008,3.221,115.833641,22.0,-0.36822365,0.30286965,0.11776568227272727,0.15773849268242726
COc1ccc(C(=N)N)cc1,-32.104663543583,-9.8074,-6.6002,3.2071999999999994,3.253,111.058232,21.0,-0.39751207,0.18678118,0.10927008142857145,0.1478852778751658
COc1ccc(C(=O)O)c(O)c1,-37.47414541766,-10.6954,-7.0875,3.607899999999999,3.692,106.813979,20.0,-0.42587313,0.36053959,0.16648318950000002,0.21717866809316674
COc1ccc(C(=O)O)cc1,-33.405366326981,-10.7925,-7.3618,3.4307000000000007,2.43,102.137128,19.0,-0.42818293,0.34911587,0.13210284105263156,0.18974555314900518
