reaction_id,task_id,substrate_smiles,plate_id,screen_id,condition_id,cond_str,catalyst,catalyst_2,solvent,temp_c,time_h,yield,partner_smiles
RKB-03586792,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_24a01a5b7d,[Pd](Cl)Cl.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1|MeOH,,Pd(P(Cy)3)2Cl2,MeOH,60.0,18.0,5,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586793,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_efdcec6f77,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C|MeCN,,Pd(P(tBu)3)2,MeCN,60.0,18.0,5,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586794,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_c4be4d3b3e,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C|MeOH,Pd(OAc)2,Pd(OAc)2 / XPhos,MeOH,60.0,18.0,5,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586795,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_c7181b1329,C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.[Fe].[Fe].[Pd]|Dioxane,,Pd(Qhos)2,Dioxane,60.0,18.0,5,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586796,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_e34fd39dff,|MeOH,,3G OMs XanthPhos,MeOH,60.0,18.0,4,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586797,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_ba67a9e214,|Toluene,,3G OMs XanthPhos,Toluene,60.0,18.0,4,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586798,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_d71bc0fdfd,P(C1CCCC1)(c1ccccc1)c1ccccc1.P(C1CCCC1)(c1ccccc1)c1ccccc1.C(Cl)Cl.[Pd](Cl)Cl.[Fe]|Dioxane,,Pd(dppf)Cl2,Dioxane,60.0,18.0,4,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586799,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_b4e663cbcf,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC|MeOH,Pd(OAc)2,Pd(OAc)2/CataCXium A,MeOH,60.0,18.0,4,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586800,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_b4e663cbcf,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC|MeOH,Pd(OAc)2,Pd(OAc)2/CataCXium A,MeOH,60.0,18.0,4,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586801,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_0511e92d37,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC|Dioxane,Pd(OAc)2,Pd(OAc)2/CataCXium A,Dioxane,60.0,18.0,4,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586802,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_30116215bd,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C|MeOH,,Pd(P(tBu)3)2,MeOH,60.0,18.0,4,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586803,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_b9c1c9f68d,P(C1CCCC1)(c1ccccc1)c1ccccc1.P(C1CCCC1)(c1ccccc1)c1ccccc1.C(Cl)Cl.[Pd](Cl)Cl.[Fe]|MeCN,,Pd(dppf)Cl2,MeCN,60.0,18.0,3,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586804,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_ef091d2ff2,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C|Dioxane,Pd(OAc)2,Pd(OAc)2 / XPhos,Dioxane,60.0,18.0,3,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586805,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_3f90fc71ff,[Pd](Cl)Cl.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1|MeOH,,Pd-132,MeOH,60.0,18.0,3,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586806,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_bb059feb70,|Dioxane,,3G OMs XanthPhos,Dioxane,60.0,18.0,3,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586807,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_e34fd39dff,|MeOH,,3G OMs XanthPhos,MeOH,60.0,18.0,3,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586808,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_c7181b1329,C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.[Fe].[Fe].[Pd]|Dioxane,,Pd(Qhos)2,Dioxane,60.0,18.0,3,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586809,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_dd752d0e98,n1c(c(c(n1c1ccccc1)c1ccccc1)n1nccc1P(C(C)(C)C)(C(C)(C)C)[Pd](Cl)Cl)c1ccccc1|MeOH,,Pd(BiPyPhos)(Cl)2,MeOH,60.0,18.0,3,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586810,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_3f90fc71ff,[Pd](Cl)Cl.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1|MeOH,,Pd-132,MeOH,60.0,18.0,3,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586811,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_bb059feb70,|Dioxane,,3G OMs XanthPhos,Dioxane,60.0,18.0,3,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586812,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_dd752d0e98,n1c(c(c(n1c1ccccc1)c1ccccc1)n1nccc1P(C(C)(C)C)(C(C)(C)C)[Pd](Cl)Cl)c1ccccc1|MeOH,,Pd(BiPyPhos)(Cl)2,MeOH,60.0,18.0,2,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586813,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_b9c1c9f68d,P(C1CCCC1)(c1ccccc1)c1ccccc1.P(C1CCCC1)(c1ccccc1)c1ccccc1.C(Cl)Cl.[Pd](Cl)Cl.[Fe]|MeCN,,Pd(dppf)Cl2,MeCN,60.0,18.0,2,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586814,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_bb059feb70,|Dioxane,,3G OMs XanthPhos,Dioxane,60.0,18.0,2,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586815,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_9ffedf54ae,[Pd](Cl)Cl.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C|Dioxane,,Pd(P(o-Tol)3)2Cl2,Dioxane,60.0,18.0,2,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586816,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_7dc2ed3bef,C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.[Fe].[Fe].[Pd]|MeOH,,Pd(Qhos)2,MeOH,60.0,18.0,2,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586817,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_14766a3f2b,[Pd](Cl)Cl.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1|Dioxane,,Pd-132,Dioxane,60.0,18.0,2,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586818,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_c7181b1329,C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.[Fe].[Fe].[Pd]|Dioxane,,Pd(Qhos)2,Dioxane,60.0,18.0,2,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586819,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_a86e283b14,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C|MeCN,Pd(OAc)2,Pd(OAc)2 / XPhos,MeCN,60.0,18.0,2,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586820,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_14766a3f2b,[Pd](Cl)Cl.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1|Dioxane,,Pd-132,Dioxane,60.0,18.0,2,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586821,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_30116215bd,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C|MeOH,,Pd(P(tBu)3)2,MeOH,60.0,18.0,2,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586822,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_ef091d2ff2,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C|Dioxane,Pd(OAc)2,Pd(OAc)2 / XPhos,Dioxane,60.0,18.0,2,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586823,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_4957928872,|MeCN,,3G OMs XanthPhos,MeCN,60.0,18.0,1,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586824,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_e2b4f2be96,P(C1CCCC1)(C(C)(C)C)C(C)(C)C.P(C1CCCC1)(C(C)(C)C)C(C)(C)C.[Pd](Cl)Cl.[Fe]|Dioxane,,Pd(dtbpf)Cl2,Dioxane,60.0,18.0,1,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586825,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_e564d7612a,[Pd].P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1.P(c1ccccc1)(c1ccccc1)c1ccccc1|MeCN,,Pd(P(Ph)3)4),MeCN,60.0,18.0,1,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586826,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_3196604cd9,[Pd](Cl)Cl.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1|MeCN,,Pd-132,MeCN,60.0,18.0,1,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586827,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_3ee2d5105a,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC|MeCN,Pd(OAc)2,Pd(OAc)2/CataCXium A,MeCN,60.0,18.0,1,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586828,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_e34fd39dff,|MeOH,,3G OMs XanthPhos,MeOH,60.0,18.0,1,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586829,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_c7181b1329,C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.[Fe].[Fe].[Pd]|Dioxane,,Pd(Qhos)2,Dioxane,60.0,18.0,1,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586830,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_dd752d0e98,n1c(c(c(n1c1ccccc1)c1ccccc1)n1nccc1P(C(C)(C)C)(C(C)(C)C)[Pd](Cl)Cl)c1ccccc1|MeOH,,Pd(BiPyPhos)(Cl)2,MeOH,60.0,18.0,1,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586831,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_4648614000,C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.[Fe].[Fe].[Pd]|MeCN,,Pd(Qhos)2,MeCN,60.0,18.0,1,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586832,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_466dd475bc,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C|Dioxane,,Pd(P(tBu)3)2,Dioxane,60.0,18.0,1,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586833,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_dc49028cb5,n1c(c(c(n1c1ccccc1)c1ccccc1)n1nccc1P(C(C)(C)C)(C(C)(C)C)[Pd](Cl)Cl)c1ccccc1|Dioxane,,Pd(BiPyPhos)(Cl)2,Dioxane,60.0,18.0,1,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586834,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_23c32c1777,[Pd](Cl)Cl.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1|Toluene,,Pd(P(Cy)3)2Cl2,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586835,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_a88c92ca46,C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.[Fe].[Fe].[Pd]|Toluene,,Pd(Qhos)2,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586836,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_ba67a9e214,|Toluene,,3G OMs XanthPhos,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586837,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_3c160df052,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C|Toluene,Pd(OAc)2,Pd(OAc)2 / XPhos,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586838,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_23c32c1777,[Pd](Cl)Cl.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1|Toluene,,Pd(P(Cy)3)2Cl2,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586839,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_3c160df052,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C|Toluene,Pd(OAc)2,Pd(OAc)2 / XPhos,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586840,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_4076342b87,[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C|Toluene,,Pd(P(tBu)3)2,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586841,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_32f061b282,P(C1CCCC1)(C(C)(C)C)C(C)(C)C.P(C1CCCC1)(C(C)(C)C)C(C)(C)C.[Pd](Cl)Cl.[Fe]|Toluene,,Pd(dtbpf)Cl2,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586842,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_5e8279fbea,[Pd](Cl)Cl.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1.P(C(C)(C)C)(C(C)(C)C)c1ccc(N(C)C)cc1|Toluene,,Pd-132,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586843,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_577ff4ada9,P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC|Toluene,Pd(OAc)2,Pd(OAc)2/CataCXium A,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586844,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_5570c5f42c,n1c(c(c(n1c1ccccc1)c1ccccc1)n1nccc1P(C(C)(C)C)(C(C)(C)C)[Pd](Cl)Cl)c1ccccc1|Toluene,,Pd(BiPyPhos)(Cl)2,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586845,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_23c32c1777,[Pd](Cl)Cl.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1|Toluene,,Pd(P(Cy)3)2Cl2,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586846,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_a88c92ca46,C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.C1(C(C(C(C1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1.P(C(C)(C)C)(C(C)(C)C)C1CCCC1.[Fe].[Fe].[Pd]|Toluene,,Pd(Qhos)2,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586847,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_ba67a9e214,|Toluene,,3G OMs XanthPhos,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586848,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_3c160df052,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C|Toluene,Pd(OAc)2,Pd(OAc)2 / XPhos,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586849,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_599a93c125,[Pd](Cl)Cl.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C.P(c1c(cccc1)C)(c1c(cccc1)C)c1c(cccc1)C|Toluene,,Pd(P(o-Tol)3)2Cl2,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586850,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_5570c5f42c,n1c(c(c(n1c1ccccc1)c1ccccc1)n1nccc1P(C(C)(C)C)(C(C)(C)C)[Pd](Cl)Cl)c1ccccc1|Toluene,,Pd(BiPyPhos)(Cl)2,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586851,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_32f061b282,P(C1CCCC1)(C(C)(C)C)C(C)(C)C.P(C1CCCC1)(C(C)(C)C)C(C)(C)C.[Pd](Cl)Cl.[Fe]|Toluene,,Pd(dtbpf)Cl2,Toluene,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586852,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_ef091d2ff2,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C|Dioxane,Pd(OAc)2,Pd(OAc)2 / XPhos,Dioxane,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586853,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_c139ee6e43,[Pd](Cl)Cl.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1.P(C1CCCCC1)(C1CCCCC1)C1CCCCC1|Dioxane,,Pd(P(Cy)3)2Cl2,Dioxane,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
RKB-03586854,hit_01,C1CN(CCO1)c1nc(c(c(n1)Cl)CCCl)Cl,screen_SCRN_156,SCRN_156,c_a86e283b14,c1(c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(cc(cc1C(C)C)C(C)C)C(C)C|MeCN,Pd(OAc)2,Pd(OAc)2 / XPhos,MeCN,60.0,18.0,0,c1(ncc(cn1)B1OC(C(O1)(C)C)(C)C)N
