experiment_id,plate_id,condition_id,smiles,yield_raw,yield
cx_00644,plate_1,c_3ec4052609,OCCc1ccccc1,60623.14296,0.7619778415652876
cx_00645,plate_1,c_3ee25605d5,OCc1cccc(CO)n1,53101.22225,0.6831937653364436
cx_00646,plate_1,c_89def7f8d6,OCc1ccccc1CO,66876.25779,0.8203581488812424
cx_00647,plate_1,c_402fa3d576,OCc1ccccn1,41781.58954,0.5406181878022072
cx_00648,plate_1,c_70c4c4128b,OCc1ccon1,15661.53037,-0.042917823932688656
cx_00649,plate_1,c_aa4ba295c5,ONCc1ccccc1,3843.32386,-0.8782933886416292
cx_00650,plate_1,c_7daab7e780,O[C@@H]1CCCC[C@H]1O,56052.7817,0.7153634017974488
cx_00651,plate_1,c_676f249f4a,O[C@H]1CCC[C@@H]1O,48525.01411,0.6295991039150256
cx_00652,plate_1,c_42ad70a4c2,Oc1ccc(C(F)(F)F)cc1,35115.560755,0.43725321776497605
cx_00653,plate_1,c_35e8acfa9d,Oc1ccc2cccc(O)c2n1,73.33854,-3.2248607164738305
cx_00654,plate_1,c_9c4de61080,Oc1ccc2ccccc2c1O,111.09816,-2.980585689058668
cx_00655,plate_1,c_d0d89e269b,Oc1ccc2ccccc2n1,25048.44068,0.23634696766243923
cx_00656,plate_1,c_4ca468a890,Oc1cccc2[nH]cnc12,1145.46706,-1.5978424120659767
cx_00657,plate_1,c_1070a948aa,Oc1cccc2[nH]nnc12,98.91095,-3.0490343874767127
cx_00658,plate_1,c_3abf0c4614,Oc1cccc2cccnc12,3140.36783,-0.9983890929869564
cx_00659,plate_1,c_5ced65f7ce,Oc1cccc2cncnc12,2300.12182,-1.1834999419910113
cx_00660,plate_1,c_4368e56577,Oc1ccccc1,53536.78206,0.6880518650929537
cx_00661,plate_1,c_7e0336a7c3,Oc1ccccc1-c1cc[nH]n1,10151.6244,-0.3007484891702957
cx_00662,plate_1,c_a31651ebf9,Oc1ccccc1-c1ccccc1O,964.99797,-1.6997037962115564
cx_00663,plate_1,c_8e81c4f509,Oc1ccccc1-c1ccccn1,237.19725,-2.532337205393889
cx_00664,plate_1,c_d23afc45c1,Oc1ccccc1-c1nc2ccccc2o1,1163.46282,-1.5885799045977687
cx_00665,plate_1,c_97bfbad7fa,Oc1ccccc1-c1nnco1,204.3685,-2.6205288753693896
cx_00666,plate_1,c_abf5b8da92,Oc1ccccc1-n1ccnc1,5202.475,-0.6982569959613449
cx_00667,plate_1,c_5a215582ba,Oc1ccccc1C(=S)S,12011.7787,-0.2006949668691047
cx_00668,plate_1,c_29e82a885d,Oc1ccccc1N1CCCC1,5833.87638,-0.6301468185541016
cx_00669,plate_1,c_71cb667afd,Oc1ccccc1N1CCCCC1,14374.18758,-0.09392482017506948
cx_00670,plate_1,c_80fd4a8749,Oc1ccccc1O,6882.33949,-0.5318702322805088
cx_00671,plate_1,c_bcdfbf4106,Oc1ccccn1,35863.32715,0.44978396445407787
cx_00672,plate_1,c_3f59f378ec,Oc1cn(-c2ccccc2)nn1,1266.35538,-1.5382242092157543
cx_00673,plate_1,c_fe3a209be9,Oc1nc(-c2ccccc2)cs1,2126.37828,-1.2301885956082996
cx_00674,plate_1,c_3ce57af4b9,Oc1nc2ccccc2nc1O,15146.23162,-0.06281299205481225
cx_00675,plate_1,c_b33c082db1,Oc1nccc2ccccc12,58625.29481,0.7420491172961416
cx_00676,plate_1,c_b906ae0e11,S=C1NCCCN1,44057.29836,0.5721581111880527
cx_00677,plate_1,c_57ac4d94d9,S=c1[nH]nc(Cc2ccccc2)[nH]1,2582.20482,-1.1147310343766506
cx_00678,plate_1,c_2663c06586,Sc1ccc2ccccc2n1,4021.04769,-0.8514163456659212
cx_00679,plate_1,c_9f84dcf6e3,Sc1ccccn1,872.80598,-1.7593553702444442
cx_00680,plate_1,c_7d3488d8da,Sc1nc(-c2ccccc2)cs1,2965.739,-1.032403590219614
cx_00681,plate_1,c_2897915130,Sc1ncc[nH]1,6123.72021,-0.6013152051702025
cx_00682,plate_1,c_cdbc60bc85,Sc1ncccn1,4140.99638,-0.8339397117580322
cx_00683,plate_1,c_c71bb16dff,[O-][n+]1c(-c2cscn2)[nH]c2ccccc21,3336.91118,-0.962297894845051
cx_00684,plate_1,c_c740f15981,[O-][n+]1cccc2cccc(O)c21,1672.53802,-1.3728898736354862
cx_00685,plate_1,c_1937a4a6df,[O-][n+]1ccccc1O,5221.9085,-0.696040054629637
cx_00686,plate_1,c_0715fef7ea,c1c[nH]c(-c2cccs2)c1,14874.42237,-0.07358169469785993
cx_00687,plate_1,c_6783ce8f72,c1c[nH]c(-c2ncc[nH]2)n1,17917.31124,0.03710174785096981
cx_00688,plate_1,c_39f41d1dfd,c1cc2[nH]cnc2cn1,20914.6806,0.12908934022210933
cx_00689,plate_1,c_66306b5adc,c1cc2[nH]ncc2cn1,15849.53385,-0.03582177218486943
cx_00690,plate_1,c_a25be12765,c1ccc(-c2c[nH]cn2)cc1,48000.24858,0.6231328023369651
cx_00691,plate_1,c_7284f4c2fe,c1ccc(-c2c[nH]nn2)cc1,13279.25278,-0.14104111446645048
cx_00692,plate_1,c_8fcef4010a,c1ccc(-c2cc[nH]n2)cc1,58991.88017,0.7457562212279614
cx_00693,plate_1,c_a8d041b420,c1ccc(-c2cnco2)cc1,35768.03014,0.44820162159148536
cx_00694,plate_1,c_ba1c462932,c1ccc(-c2nc[nH]n2)cc1,54368.18851,0.6972163666861897
cx_00695,plate_1,c_4d96f19655,c1ccc(-c2ncc[nH]2)cc1,52171.734775,0.6726919078100765
cx_00696,plate_1,c_7e2e5f2c55,c1ccc(-c2nccs2)cc1,19271.21601,0.08042131579942058
cx_00697,plate_1,c_5d96cc9272,c1ccc(-c2nnn[nH]2)cc1,11105.23466,-0.24735861787979088
cx_00698,plate_1,c_22bf013714,c1ccc(-n2ccnc2)cc1,44717.4078,0.5810023668352876
cx_00699,plate_1,c_d5a2b167a2,c1ccc(COc2cccc3cc[nH]c23)cc1,32775.43555,0.39624012123963565
cx_00700,plate_1,c_cb5266a2a0,c1ccc(CSc2nnn[nH]2)cc1,9532.9362,-0.33814072129434947
cx_00701,plate_1,c_43cd43f048,c1ccc(Cc2nnn[nH]2)cc1,18476.74715,0.055385551994296185
cx_00702,plate_1,c_0006912abc,c1ccc(Cn2cccc2)cc1,39512.25134,0.5074073290131256
cx_00703,plate_1,c_9aae8488f8,c1ccc(Cn2ccnc2)cc1,31813.37911,0.3785227911825385
cx_00704,plate_1,c_0d52ae10f2,c1ccc(N2CCCCC2)cc1,6207.91338,-0.5931957117709652
cx_00705,plate_1,c_c0f29b4d69,c1ccc2[nH]c(-c3cscn3)nc2c1,1305.94492,-1.519930917614496
cx_00706,plate_1,c_6a5d1cc51f,c1ccc2[nH]ccc2c1,32108.0821,0.3840063651293564
cx_00707,plate_1,c_df44bbb29c,c1ccc2[nH]cnc2c1,62625.51585,0.7813033215458441
cx_00708,plate_1,c_255475d893,c1ccc2[nH]nnc2c1,5244.11716,-0.6935166052566002
cx_00709,plate_1,c_d513062a1d,c1ccc2c(c1)CCO2,55886.24536,0.7135938779631991
cx_00710,plate_1,c_5b541b186a,c1ccc2c(c1)OCO2,52037.84133,0.6711637086445411
cx_00711,plate_1,c_68ce7aa54b,c1ccc2occc2c1,58328.88968,0.7390347246498576
cx_00712,plate_1,c_faf11eb1cd,c1ccc2oncc2c1,511.3314,-2.0768639437509937
cx_00713,plate_1,c_ab4961ad7d,c1ccc2sc(-c3cc[nH]n3)nc2c1,12515.07606,-0.1762862636344429
cx_00714,plate_1,c_23a8fee752,c1cnc2[nH]ccc2c1,49629.48192666667,0.6429831898378088
cx_00715,plate_1,c_d40e1013f6,c1cnc2[nH]cnc2c1,39510.72773,0.5073843968093305
cx_00716,plate_1,c_12c9307384,c1cnc2[nH]ncc2c1,60820.49836,0.7639107168430314
cx_00717,plate_1,c_1e0c6f5e82,c1coc(-c2nc3ccccc3[nH]2)c1,11429.92121,-0.2302217437440767
cx_00718,plate_1,c_4ba3f3d677,c1coc(-c2nnn[nH]2)c1,3103.98967,-1.0053162522049044
cx_00719,plate_1,c_055e161c3f,c1csc(-c2cc[nH]n2)c1,40422.64484,0.5209541381721848
cx_00720,plate_2,c_f0d01ebf2d,C#CC(=O)c1ccccc1,280.88274,-1.7903123573599766
cx_00721,plate_2,c_fdf4c5d6dc,C#CC1(O)CCCCC1,9658.20713,0.6665507153841914
cx_00722,plate_2,c_291b623884,C#CCCCCO,6876.127,0.4303931274660099
cx_00723,plate_2,c_df70d61004,C#CCCCc1ccccc1,8534.72267,0.5805915163760428
cx_00724,plate_2,c_3e6b953a8c,C#Cc1ccc(CC)cc1,6568.48706,0.39857838703355086
cx_00725,plate_2,c_447e120236,C#Cc1ccc(OCCC)cc1,4483.83498,0.1332072256281568
cx_00726,plate_2,c_59f4e2e54f,C#Cc1ncccn1,273.14517,-1.8096613718605603
cx_00727,plate_2,c_0f8471e18e,C(=N/Nc1ccc2ccccc2n1)\c1ccccn1,1723.15337,-0.5313541105413554
cx_00728,plate_2,c_866407623b,C/C(=N\O)c1ccccc1,5261.5364,0.24437330386913372
cx_00729,plate_2,c_dfa38e3fe2,C/C=C/C(=O)OC,9886.88269,0.6828166967764502
cx_00730,plate_2,c_02fbdbbfb1,C/C=C/C=C/C(=O)OC,6339.30291,0.3738933463367037
cx_00731,plate_2,c_2d8e6aa672,C/N=C/c1ccccc1,9598.05653,0.6622081430363511
cx_00732,plate_2,c_ff69504dae,C=C(C)CCCCC,8176.22867,0.5507639254779317
cx_00733,plate_2,c_4f11cca64e,C=CCCC(=O)OC,7156.59577,0.4581813846186302
cx_00734,plate_2,c_ceaed31fbe,C=CCCCCCC,8610.62672,0.5867460281024681
cx_00735,plate_2,c_82814db65b,C=CCNC(N)=O,9256.50212,0.6370216454807153
cx_00736,plate_2,c_b1494b3243,C=CCOCc1ccccc1,6981.69539,0.4409834075730612
cx_00737,plate_2,c_7b86821176,C=CCc1ccccc1,9293.34182,0.6397825563610502
cx_00738,plate_2,c_f6475d1c98,C=CCc1ccccc1C(=O)O,6509.4338,0.3923012078349633
cx_00739,plate_2,c_af7e3c7813,C=CCn1ccnc1,3673.34454,-0.005359457219757847
cx_00740,plate_2,c_93f16fb6fe,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,5389.19082,0.26103497869800385
cx_00741,plate_2,c_ed0a6feebf,C=Cc1ccc2ccccc2c1,7693.48848,0.5084633447953439
cx_00742,plate_2,c_adb4434739,C=Cc1ccccn1,7527.63017,0.49331470624129214
cx_00743,plate_2,c_929f506ac2,C=Cc1cnccn1,3338.75836,-0.07173199360187288
cx_00744,plate_2,c_b12aaf9ddd,CC#Cc1ccccc1,8995.64961,0.6171522001785528
cx_00745,plate_2,c_46f6b24532,CC(=O)/C=C(/C)N1CCCC1,6920.09598,0.43482357417204304
cx_00746,plate_2,c_1ebcda584c,CC(=O)C(=O)N1CCCCC1,5632.86622,0.2917721427969565
cx_00747,plate_2,c_c87d3405c5,CC(=O)C(=O)c1ccccc1,2307.55258,-0.3284438469309525
cx_00748,plate_2,c_7ce1ca87db,CC(=O)C(C(C)=O)c1ccccc1,449.53195,-1.4643194992111994
cx_00749,plate_2,c_52a72df913,CC(=O)C(C)(C)O,7185.06057,0.4609405113588258
cx_00750,plate_2,c_43be8d6ff7,CC(=O)C1CCCC1=O,3926.24006,0.040912739957322634
cx_00751,plate_2,c_6951433773,CC(=O)C1CCCCC1,8173.52006,0.5505336195633587
cx_00752,plate_2,c_97f73d8fe9,CC(=O)C1CCCCC1=O,2967.44967,-0.15366412146093192
cx_00753,plate_2,c_4b732309c7,CC(=O)C1CCN(C)C1=O,188.56987,-2.066110729472833
cx_00754,plate_2,c_5c20133624,CC(=O)CC(=O)N(C)C,3182.77396,-0.10498293543015036
cx_00755,plate_2,c_1e9901be98,CC(=O)CC(=O)Nc1ccccc1,1173.00407,-0.7985201294188137
cx_00756,plate_2,c_4cad1f331c,CC(=O)CC(=O)c1ccccc1,1579.95763,-0.5916293331698558
cx_00757,plate_2,c_52824eb87e,CC(=O)CC(C)=O,7132.90138,0.45587627799757413
cx_00758,plate_2,c_34f0aedafb,CC(=O)CC(N)=O,3947.50435,0.044666643792560856
cx_00759,plate_2,c_e6aaeea210,CC(=O)CCC(C)=O,7469.93708,0.48796696940839573
cx_00760,plate_2,c_6e69826d33,CC(=O)CCc1nc2ccccc2[nH]1,13338.80806,0.890981081098066
cx_00761,plate_2,c_7d9150a0e1,CC(=O)CN(C)C,6854.12872,0.4281658720193359
cx_00762,plate_2,c_dd4249697b,CC(=O)CNC(C)=O,9385.24228,0.6466225162062476
cx_00763,plate_2,c_6276436e7a,CC(=O)COCc1ccccc1,9803.92356,0.6769596058688888
cx_00764,plate_2,c_682d934cb3,CC(=O)CS(C)(=O)=O,2643.21046,-0.23407289253050462
cx_00765,plate_2,c_3ce1dedc2d,CC(=O)Cc1ccco1,2355.31173,-0.31420890950087227
cx_00766,plate_2,c_d78568401a,CC(=O)NC(C)C(=O)O,1268.42624,-0.7441959626678922
cx_00767,plate_2,c_2a769e0f28,CC(=O)NC(C)C(C)=O,8149.32342,0.5484728512409724
cx_00768,plate_2,c_4c1a4a6c00,CC(=O)NCCO,12047.65063,0.8202124966124146
cx_00769,plate_2,c_76c6e0d2d9,CC(=O)NCc1ccccc1,11509.35146,0.7884389839870207
cx_00770,plate_2,c_9712985d2d,CC(=O)NNc1ccccc1,5761.0654,0.3074135761611747
cx_00771,plate_2,c_96d23cded0,CC(=O)Nc1cccc(C(=O)O)n1,0.0,-5.712124002677873
cx_00772,plate_2,c_31dd3d42e6,CC(=O)Nc1ccccc1,10130.90482,0.6997645258140804
cx_00773,plate_2,c_0bad516436,CC(=O)Nc1ccccc1O,4822.67084,0.18383911477609804
cx_00774,plate_2,c_ce161772df,CC(=O)Nc1ccccn1,7790.1395,0.5171410736109776
cx_00775,plate_2,c_be1ea4b316,CC(=O)Nc1nc(C)cs1,7594.22658,0.49943699606709063
cx_00776,plate_2,c_4edea3bd72,CC(=O)Nc1nccs1,1681.52587,-0.5483441159453161
cx_00777,plate_2,c_59bdb80415,CC(=O)OCCO,10118.60668,0.6989202101279093
cx_00778,plate_2,c_8366c46d7a,CC(=O)OCc1ccccn1,9876.4526,0.68208301670098
cx_00779,plate_2,c_93b44a8a0a,CC(=O)Oc1ccccc1,7821.51075,0.5199345871211352
cx_00780,plate_2,c_1737d539be,CC(=O)Oc1ccccc1C(=O)O,9742.14563,0.6725656696820717
cx_00781,plate_2,c_035cbae044,CC(=O)c1[nH]c(=O)[nH]c1C,2899.08314,-0.169861937533208
cx_00782,plate_2,c_3bba640cdd,CC(=O)c1cc2ccccc2[nH]1,1926.86538,-0.45371912226927646
cx_00783,plate_2,c_268fc6138e,CC(=O)c1cc2ccccc2o1,8559.51988,0.5826081419416514
cx_00784,plate_2,c_605b7a25b7,CC(=O)c1ccc(C(C)=O)s1,163.00416,-2.166817553303961
cx_00785,plate_2,c_3422d899ca,CC(=O)c1ccc(C)o1,5952.76286,0.3301648091492098
cx_00786,plate_2,c_6308e2b3b2,CC(=O)c1ccc(F)nc1,10092.18212,0.6971025838675932
cx_00787,plate_2,c_59bbb46a1c,CC(=O)c1ccc2ccccc2c1O,2920.01512,-0.16486239730131289
cx_00788,plate_2,c_c8aa4dce88,CC(=O)c1ccc2ccccc2n1,3484.24234,-0.04209043197615009
cx_00789,plate_2,c_90e5cd8d77,CC(=O)c1ccc[nH]1,5000.3917,0.20899115798497234
cx_00790,plate_2,c_c93c498286,CC(=O)c1cccc(C(C)=O)n1,5951.11329,0.32997217547567254
cx_00791,plate_2,c_e63cabc022,CC(=O)c1ccccc1,9864.33947,0.6812299741874411
cx_00792,plate_2,c_be76c12ab0,CC(=O)c1ccccc1-n1cccn1,8637.58931,0.5889191807734557
cx_00793,plate_2,c_e4f314f21f,CC(=O)c1ccccc1C(=O)O,2671.628275,-0.22664160363324395
cx_00794,plate_2,c_a0a1c15f0a,CC(=O)c1ccccc1O,2351.21112,-0.3154197493595074
cx_00795,plate_2,c_7fb224bc2e,CC(=O)c1ccccc1[N+](=O)[O-],222.03277,-1.953102698324679
cx_00796,plate_2,c_e4fe6b2157,CC(=O)c1ccccn1,7571.15623,0.49732220880976724
cx_00797,plate_2,c_98bdb06c00,CC(=O)c1cccn1C,11973.47407,0.8159194916743437
cx_00798,plate_2,c_b617eb7502,CC(=O)c1ccco1,5223.25371,0.23929773628713313
cx_00799,plate_2,c_d8ec022a6a,CC(=O)c1cccs1,8663.70708,0.5910177842633403
cx_00800,plate_2,c_e4ab282de3,CC(=O)c1cnc(-c2ccccc2)s1,7672.45968,0.5065608578317634
cx_00801,plate_2,c_06106e42a0,CC(=O)c1cncs1,8284.68173,0.5599232678494516
cx_00802,plate_2,c_9e55a31f64,CC(=O)c1cocn1,6164.1816,0.35442228251659574
cx_00803,plate_2,c_60cddfd79d,CC(=O)c1nc(-c2ccccc2)c[nH]1,2416.41789,-0.29641080664635894
cx_00804,plate_2,c_a4ab41b129,CC(=O)c1ncc[nH]1,5750.8208,0.3061765012397518
cx_00805,plate_2,c_e8fb9342f7,CC(=O)c1noc(C)n1,11333.49862,0.777736305797149
cx_00806,plate_2,c_f3b2f581f0,CC(C)(C)C(=O)CC(=O)C(C)(C)C,5276.04868,0.24628771506004196
cx_00807,plate_2,c_1b5b36c412,CC(C)(C)C(=O)Nc1ncccc1O,176.65446,-2.111239431173064
cx_00808,plate_2,c_d7c2f72148,CC(C)(C)OC(=O)NC1CCCc2cn[nH]c21,7446.5949,0.4857915725684201
cx_00809,plate_2,c_5cdd46a2da,CC(C)(C)OC(=O)NCc1ncc[nH]1,5375.68616,0.25929109729524574
cx_00810,plate_2,c_41621916f8,CC(C)(C)[S@](=O)/N=C/c1cnc[nH]1,1424.18717,-0.6637379513746011
cx_00811,plate_2,c_84e92412d2,CC(C)(CO)C(=O)O,4546.57596,0.14286500788687337
cx_00812,plate_2,c_06431808b5,CC(C)(CO)CO,11473.04374,0.7862426970769393
cx_00813,plate_2,c_7a19cb154d,CC(C)(F)C(=O)O,4547.24804,0.14296773893969383
cx_00814,plate_2,c_973ef2b684,CC(C)(O)C(=O)c1ccccc1,8896.42931,0.609442837924814
cx_00815,plate_2,c_9c3d46c93c,CC(C)(O)C(N)=O,7919.65399,0.5286021458320859
cx_00816,plate_2,c_6ab53edf85,CC(C)(O)CCO,7153.22011,0.4578534503667505
cx_00817,plate_2,c_1dbb4101c0,CC(C)(O)Cc1ccccc1,9469.84471,0.6528603523360962
cx_00818,plate_2,c_82764c1b3f,CC(C)(O)c1ccccc1,6489.33582,0.3901518609712281
cx_00819,plate_2,c_bdb082fca5,CC(C)(O)c1ccccc1O,9584.76715,0.6612450465641315
cx_00820,plate_2,c_a28d5f7c9d,CC(C)C(=O)CC(=O)C(C)C,10562.35504,0.7287543483348877
cx_00821,plate_2,c_aee78f3497,CC(C)NC(=S)NC(C)C,7749.66333,0.5135201295718574
cx_00822,plate_2,c_ce24af5234,CC(O)(c1cccnc1)C(C)(O)c1cccnc1,7590.88244,0.49913084754879883
cx_00823,plate_2,c_f0312506e3,CC(O)CCCO,8037.39841,0.5388601749873739
cx_00824,plate_2,c_e5d0a27750,CC(O)CN(C)C,8214.66811,0.5540241308489782
cx_00825,plate_2,c_c5794d188c,CC(O)COc1ccccc1,7645.32168,0.5040979478435965
cx_00826,plate_2,c_413719b0d7,CC(O)Cc1ccccc1,8664.42193,0.5910751345959292
cx_00827,plate_2,c_f7921528ba,CC(O)c1ccccc1,11458.04256,0.7853332324887883
cx_00828,plate_2,c_9aaec07d89,CC(O)c1ccccn1,6573.97764,0.39915914898970856
cx_00829,plate_2,c_b5f9633082,CC(O)c1ccco1,5755.90496,0.3067907083095789
cx_00830,plate_2,c_2a7ab32db3,CC(O)c1nc2ccccc2[nH]1,6898.29596,0.4326304677460307
cx_00831,plate_2,c_b7f2827ddf,CC(O)c1nc2ccccc2s1,7738.75632,0.512541168518074
cx_00832,plate_2,c_90397aef27,CC/N=C/c1ccccc1,6961.42218,0.43896214162449265
cx_00833,plate_2,c_6ccca412f4,CC1(C)C(=O)Nc2ccccc21,13753.98591,0.9122872385209206
cx_00834,plate_2,c_8dfc074371,CC1(C)CCCC(C)(C)C1=O,8065.35895,0.5412740491146526
cx_00835,plate_2,c_9aa55497a4,CC1(C)COC(=O)N1,10082.2387,0.6964173883606248
cx_00836,plate_2,c_73ff78401a,CC1(C)NC(=O)NC1=O,21525.36061,1.2236391038870142
cx_00837,plate_2,c_430e63a573,CC1(C)O[C@@H](C(=O)O)[C@H](C(=O)O)O1,2597.524,-0.24618900943032593
cx_00838,plate_2,c_bc5f64c22a,CC1(C)O[C@H](CO)[C@@H](CO)O1,13177.77111,0.8825379518332157
cx_00839,plate_2,c_66b0b3c0cd,CC1(C)Oc2ccccc2NC1=O,8670.42452,0.5915565183282411
cx_00840,plate_2,c_7c56fc8dfb,CC1(O)CCCCC1,9536.00698,0.6576998683504872
cx_00841,plate_2,c_17fdb39ff1,CC1=CC(=O)CCC1,7615.72432,0.5014018532780884
cx_00842,plate_2,c_4bcc9d98ca,CC1C=NNC1=O,2424.35036,-0.29413341378457536
cx_00843,plate_2,c_6f74356b85,CC1CC(=O)OC(=O)C1,2706.8892,-0.2175299188515939
cx_00844,plate_2,c_dd942850a3,CC1CC(O)=CC(=O)O1,5071.12158,0.21875345259378345
cx_00845,plate_2,c_734195979d,CC1CCC(=O)N1,4183.69007,0.08505325584324201
cx_00846,plate_2,c_83d5eed542,CC1CCC(=O)O1,6925.3037,0.43534645441646797
cx_00847,plate_2,c_55811899c5,CC1CCOC1=O,6297.53779,0.3692989242703711
cx_00848,plate_2,c_6f8770a612,CC1NC(=O)C(=O)OC1C,468.35752,-1.4358620517324538
cx_00849,plate_2,c_d2787d69ab,CCC(=O)N(C)C,7445.84341,0.4857214235027414
cx_00850,plate_2,c_ebfe67f041,CCC(=O)OC(C)(C)C,4944.56774,0.20118822875029496
cx_00851,plate_2,c_0a1e21b480,CCC(=O)c1ccc[nH]1,3805.13098,0.019137338024676955
cx_00852,plate_2,c_f23f9e14b0,CCC(O)c1ccco1,8469.09738,0.5752261593432706
cx_00853,plate_2,c_2ff06e6cfc,CCC/C(=N\O)C(C)=O,3799.29056,0.01806979204403878
cx_00854,plate_2,c_6b92a7e320,CCCC#CCCC,7794.2366,0.5175065457182702
cx_00855,plate_2,c_c04dcd7886,CCCC(=O)OCC,8464.84578,0.574877126869887
cx_00856,plate_2,c_b76d907e85,CCCC(C)(C)O,7244.03474,0.46662233533131314
cx_00857,plate_2,c_fef5c53640,CCCC(O)CO,8252.9941,0.5572595629395856
cx_00858,plate_2,c_23ae352fa4,CCCCC(=O)NC,9537.39966,0.6578013763688539
cx_00859,plate_2,c_dd372294a2,CCCCC(=O)c1ccccc1,8907.93289,0.6103410537226138
cx_00860,plate_2,c_b28bb54ebb,CCCCC(N)=O,8633.96176,0.5886271997678019
cx_00861,plate_2,c_2cdc69b617,CCCCCC#N,6769.09836,0.4194890893103218
cx_00862,plate_2,c_6de8a92462,CCCCCC(C)=O,8580.74294,0.5843294669928132
cx_00863,plate_2,c_172c6fd294,CCCCCCC(C)=O,6318.81221,0.37164303641926827
cx_00864,plate_2,c_0f2d576459,CCCCNC(C)=O,9328.5039,0.6424075516192316
cx_00865,plate_2,c_eff78eb27b,CCCCNC=O,10224.3172,0.7061443951938852
cx_00866,plate_2,c_bf12fd35f4,CCCCOC(N)=O,9652.70296,0.666154467508643
cx_00867,plate_2,c_626e6487fa,CCCCc1ccsc1,8089.01693,0.5433099509645442
cx_00868,plate_2,c_ca083b631e,CCCCn1ccnc1,2944.41255,-0.15908016309125503
cx_00869,plate_2,c_5908e28d1d,CCCNC(N)=O,8734.57706,0.5966805837792793
cx_00870,plate_2,c_b7191c441b,CCCNS(C)(=O)=O,10739.12582,0.7402913429635164
cx_00871,plate_2,c_bb3e474201,CCCc1ncc[nH]1,6303.68973,0.36997758569429545
cx_00872,plate_2,c_88c40956c6,CCN(C(C)C)C(C)C,6586.7575,0.4005090530542498
cx_00873,plate_2,c_6ac5a906da,CCN(CC)C(=O)CO,10516.34079,0.7257195425005535
cx_00874,plate_2,c_964e18e698,CCN(CC)C(N)=O,9264.001,0.637584530338496
cx_00875,plate_2,c_f3b554dd17,CCN(CC)CCCO,2373.89606,-0.30874756044603
cx_00876,plate_2,c_ef2a038ea9,CCN(CC)c1ccccc1,7532.46322,0.4937608335226136
cx_00877,plate_2,c_8aafc765a3,CCN1CCCC1=O,7137.23554,0.45629849796158356
cx_00878,plate_2,c_3544302468,CCN1CCNC(=O)C1=O,10165.15545,0.70211057575882
cx_00879,plate_2,c_aeeb674c17,CCNC(=O)C(=O)NCC,9148.71184,0.6288798663138001
cx_00880,plate_2,c_5fc1675a77,CCNC(=O)OC,8161.41467,0.5495033968844576
cx_00881,plate_2,c_1dea961cd0,CCNC(=O)OCC,9085.75409,0.6240799567009311
cx_00882,plate_2,c_db625c7961,CCOC(=N)C(=O)OCC,3579.62162,-0.023321569037313673
cx_00883,plate_2,c_9fb550d789,CCOC(=N)CCOC,8911.77951,0.6106411445189276
cx_00884,plate_2,c_c6d3ed577b,CCOC(=O)/C(N)=N\O,1904.55232,-0.46181195769959527
cx_00885,plate_2,c_14b4f5f16b,CCOC(=O)C(=O)C1CCCCC1,6978.40312,0.44065556332416117
cx_00886,plate_2,c_d6b350c8db,CCOC(=O)C(=O)N(C)C,5544.23629,0.28074900130213454
cx_00887,plate_2,c_31f2a52b8f,CCOC(=O)C(=O)Nc1ccccc1,9229.6056,0.6349989674805105
cx_00888,plate_2,c_3040f76883,CCOC(=O)C(=O)O,3123.11912,-0.11813206862701398
cx_00889,plate_2,c_b2ccb54583,CCOC(=O)C(=O)OCC,7898.29186,0.5267247206457331
cx_00890,plate_2,c_3c72c1b068,CCOC(=O)C(C)=O,7075.02644,0.4502135735123222
cx_00891,plate_2,c_64b3f4f16b,CCOC(=O)C(N)=O,6693.44056,0.4116765969045265
cx_00892,plate_2,c_c6b58d9914,CCOC(=O)C1CCCCC1=O,7905.45992,0.5273552558208112
cx_00893,plate_2,c_c2e877cad6,CCOC(=O)C1CCNC1=O,6823.75707,0.4250790652552183
cx_00894,plate_2,c_fedb710df0,CCOC(=O)CC#N,585.98407,-1.2803985248347307
cx_00895,plate_2,c_e6d0463547,CCOC(=O)CC(=O)OCC,8784.33927,0.6006293991319163
cx_00896,plate_2,c_b3ed4506c5,CCOC(=O)CC(=O)c1ccccn1,536.50519,-1.3416149379012436
cx_00897,plate_2,c_64763fb818,CCOC(=O)CCCC(=O)CC,8419.35997,0.5711319897635796
cx_00898,plate_2,c_68c2a86217,CCOC(=O)CN(C)C,7044.66711,0.44722455307881687
cx_00899,plate_2,c_2212de4197,CCOC(=O)CNC(=O)CC,9085.50325,0.6240607661770576
cx_00900,plate_2,c_ee76894b5f,CCOC(=O)CNC(C)=O,8143.44855,0.5479715799788499
cx_00901,plate_2,c_b169a6c8c9,CCOC(=O)CNC=O,10792.55316,0.7437409452256246
cx_00902,plate_2,c_18e6ade498,CCOC(=O)CO,9800.82904,0.6767401685727208
cx_00903,plate_2,c_a84615054e,CCOC(=O)CSc1ccccc1,12090.37451,0.8226731828301037
cx_00904,plate_2,c_ae77b907b4,CCOC(=O)Cc1ccccn1,9107.8407,0.6257676201085536
cx_00905,plate_2,c_fbaf26268a,CCOC(=O)Cc1ccco1,2797.84962,-0.19456207134310327
cx_00906,plate_2,c_7c21f60fbe,CCOC(=O)Cc1ncccn1,5090.7507,0.2214385805467351
